medication_id,Pharma_Class,Generic_name,Drug_Name_Dose,drug_concept_id,frequency,percentage
5365533,Vitamin C Combinations,ascorbic acid multivit-min,ASCORBIC ACID 1 000 MG-MULTIVITAMIN-MINERALS POWDER EFFERVESCENT PACK,42904198,184,15.37%
3447609,Vitamin C Combinations,ascorbic acid multivit-min,EMERGEN-C 1 000 MG ORAL EFFERVESCENT POWDER PACK,40235242,177,14.79%
1532857,"Vitamins - C, Ascorbic Acid and Derivatives",ascorbic acid sod zinc gluc ox,ZINC AND C ORAL,"",106,0.05%
5867703,Multivitamins,ascorbic acid vitamin E,VITAMIN C-VITAMIN E CAPSULE,40012877,319,0.07%
6590904,Multivitamins,ascorbic acid vitamin E,CRANBERRY CONCENTRATE CAPSULE,40012877,133,0.03%
7761901,Dietary Product - Dietary Supplements,ascorbic acid vitamin E biotin,HAIR  SKIN  NAILS WITH BIOTIN ORAL,"",446,0.56%
7339563,Dietary Product - Dietary Supplements,ascorbic acid vitamin E biotin,ASCORBIC ACID 7.5 MG-VIT E 7.5 UNIT-BIOTIN 1 250 MCG CHEWABLE TABLET,901318,50,0.06%
3780520,Minerals and Electrolytes - Zinc Combinations,ascorbic acid zinc gluconate,ZINC WITH VITAMIN C ORAL,"",123,28.6%
2736474,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,ASENAPINE 10 MG SUBLINGUAL TABLET,40164055,717,0.41%
4555843,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,ASENAPINE 5 MG SUBLINGUAL TABLET,40164059,670,0.38%
8298523,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,SAPHRIS (BLACK CHERRY) 10 MG SUBLINGUAL TABLET,40164055,191,0.11%
5639656,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,ASENAPINE 2.5 MG SUBLINGUAL TABLET,46221741,157,0.09%
1714729,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,SAPHRIS (BLACK CHERRY) 5 MG SUBLINGUAL TABLET,40164059,155,0.09%
4651445,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,SAPHRIS 10 MG SUBLINGUAL TABLET,40164055,148,0.08%
8103893,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,SAPHRIS 2.5 MG SUBLINGUAL TABLET,46221741,100,0.06%
4369054,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,SAPHRIS 5 MG SUBLINGUAL TABLET,40164059,92,0.05%
2732509,Bipolar Therapy Agents - Atypical Antipsychotics,asenapine maleate,SAPHRIS SL,"",54,0.03%
8499315,Alternative Therapy - Unclassified,ashwagandha extract,ASHWAGANDHA EXTRACT ORAL,"",691,0.4%
2119473,Alternative Therapy - Unclassified,ashwagandha extract,ASHWAGANDHA EXTRACT 120 MG CAPSULE,"",91,0.05%
8919667,Alternative Therapy - Unclassified,ashwagandha root extract,ASHWAGANDHA ROOT EXTRACT ORAL,"",674,0.39%
5507107,Alternative Therapy - Unclassified,ashwagandha root extract,ASHWAGANDHA ROOT EXTRACT(BULK) MISC,"",421,0.24%
3551666,Alternative Therapy - Unclassified,ashwagandha root extract,ASHWAGANDHA ROOT EXTRACT 300 MG CAPSULE,"",195,0.11%
1452539,Alternative Therapy - Unclassified,ashwagandha root extract,ASHWAGANDHA ROOT EXTRACT 500 MG CAPSULE,"",86,0.05%
8759661,Alternative Therapy - Unclassified,ashwagandha root extract,ASHWAGANDHA ROOT EXTRACT (BULK) 2.5 % POWDER,45070073,53,0.03%
3492280,Antineoplastic - Asparaginase Enzyme Therapy Agents,asparaginase (Erwinia chrysan),ASPARAGINASE (ERWINIA CHRYSANTHEMI) 10 000 UNIT SOLUTION FOR INJECTION,40244344,609,28.29%
4210756,Antineoplastic - Asparaginase Enzyme Therapy Agents,asparaginase Erwinia-rywn,ASPARAGINASE ERWINIA CHRYSANTHEMI-RYWN 10 MG 0.5 ML IM SOLUTION,1537635,507,23.55%
1062115,Salicylate Analgesics,aspirin,ASPIRIN 81 MG TABLET DELAYED RELEASE,45892053,686025,60.96%
9974372,Salicylate Analgesics,aspirin,ASPIRIN 81 MG CHEWABLE TABLET,19133088,370950,32.96%
6565263,Salicylate Analgesics,aspirin,ASPIRIN IMMEDIATE RELEASE 325 MG TABLET,40174523,79492,7.06%
2448925,Salicylate Analgesics,aspirin,ASPIRIN 325 MG TABLET DELAYED RELEASE,19101596,57312,5.09%
8292171,Salicylate Analgesics,aspirin,ASPIRIN 300 MG RECTAL SUPPOSITORY,1112839,10424,0.93%
1538001,Salicylate Analgesics,aspirin,ASPIRIN ORAL,"",5181,0.46%
8571824,Salicylate Analgesics,aspirin,ASPIRIN 81 MG TABLET,40174531,4091,0.36%
1283864,Salicylate Analgesics,aspirin,ADULT ASPIRIN REGIMEN 81 MG TABLET DELAYED RELEASE,19073712,3004,0.27%
6393617,Salicylate Analgesics,aspirin,BABY ASPIRIN ORAL,"",2939,0.26%
6878620,Salicylate Analgesics,aspirin,ASPIRIN 81 MG CAPSULE,1537535,2817,0.25%
2886302,Salicylate Analgesics,aspirin,ASPIRIN 162 MG TABLET DELAYED RELEASE,1112958,2016,0.18%
5485429,Salicylate Analgesics,aspirin,ASPIR-81 ORAL,"",1708,0.15%
6036424,Salicylate Analgesics,aspirin,ASPIRIN (BULK) 100 % POWDER,1112807,1346,0.12%
8011041,Salicylate Analgesics,aspirin,ASPIR-LOW 81 MG TABLET DELAYED RELEASE,42799212,1114,0.1%
4607922,Salicylate Analgesics,aspirin,ASPIRIN 40.5 MG CHEWABLE HALFTAB,19133088,1019,0.09%
6178098,Salicylate Analgesics,aspirin,ASPIRIN 500 MG TABLET,1113057,543,0.05%
5120358,Salicylate Analgesics,aspirin,ASPIRIN LOW DOSE ORAL,"",491,0.04%
6743540,Salicylate Analgesics,aspirin,ASPIRIN 20.25 MG CHEWABLE QUARTERTAB,19133088,426,0.04%
2583326,Salicylate Analgesics,aspirin,BAYER LOW DOSE ASPIRIN 81 MG TABLET DELAYED RELEASE,1113617,374,0.03%
8615388,Salicylate Analgesics,aspirin,ASPIRIN 650 MG TABLET DELAYED RELEASE,19073677,343,0.03%
5118974,Salicylate Analgesics,aspirin,ASPIRIN (BULK) MISC,"",334,0.03%
2688049,Salicylate Analgesics,aspirin,ASPIRIN 600 MG RECTAL SUPPOSITORY,1112898,307,0.03%
5603419,Salicylate Analgesics,aspirin,ASPIRIN 0.1 MG ML SOLUTION,19133088,291,0.03%
5370015,Salicylate Analgesics,aspirin,CHILDREN S ASPIRIN 81 MG CHEWABLE TABLET,1113346,280,0.02%
4386726,Salicylate Analgesics,aspirin,ADULT LOW DOSE ASPIRIN ORAL,"",278,0.02%
6419456,Salicylate Analgesics,aspirin,ASPIRIN 500 MG TABLET DELAYED RELEASE,42629090,260,0.02%
2508304,Salicylate Analgesics,aspirin,ADULT LOW DOSE ASPIRIN 81 MG TABLET DELAYED RELEASE,19073712,237,0.02%
4007026,Salicylate Analgesics,aspirin,BAYER ASPIRIN ORAL,"",210,0.02%
4542769,Salicylate Analgesics,aspirin,ASPIRIN 325 MG CAPSULE,1537533,199,0.02%
5242147,Salicylate Analgesics,aspirin,BAYER ASPIRIN 325 MG TABLET,1113016,174,0.02%
5623499,Salicylate Analgesics,aspirin,ECOTRIN ORAL,"",160,0.01%
7114426,Salicylate Analgesics,aspirin,ASPIR-81 MG TABLET DELAYED RELEASE,19073712,133,0.01%
3519934,Salicylate Analgesics,aspirin,HIC 2000020556 ASPIRIN OR PLACEBO 300 MG TABLETS,19133439,123,0.01%
9758846,Salicylate Analgesics,aspirin,VAZALORE 81 MG CAPSULE,1537535,119,0.01%
5558081,Salicylate Analgesics,aspirin,BAYER CHEWABLE LOW DOSE ASPIRIN 81 MG TABLET,19133088,102,0.01%
9546009,Salicylate Analgesics,aspirin,ASPIRIN 1 MG ML SOLUTION,19133088,97,0.01%
7209597,Salicylate Analgesics,aspirin,CHILD ASPIRIN 81 MG CHEWABLE TABLET,1113346,95,0.01%
9554316,Salicylate Analgesics,aspirin,ASPIR-LOW ORAL,"",89,0.01%
2756113,Salicylate Analgesics,aspirin,ENTERIC COATED ASPIRIN 81 MG TABLET DELAYED RELEASE,42799212,72,0.01%
6100441,Salicylate Analgesics,aspirin,ASPIRIN 120 MG RECTAL SUPPOSITORY,1112836,71,0.01%
6435635,Salicylate Analgesics,aspirin,HIC 2000026409 ASPIRIN 81 MG OR PLACEBO TABLETS,40243310,68,0.01%
2934294,Salicylate Analgesics,aspirin,ASPIRIN CHILDRENS ORAL,"",67,0.01%
5774785,Salicylate Analgesics,aspirin,HIC 2000024124 ASPIRIN 81 MG OR PLACEBO TABLETS,1113616,61,0.01%
8289823,Salicylate Analgesics,aspirin,ECOTRIN LOW STRENGTH 81 MG TABLET ENTERIC COATED,40243310,57,0.01%
7940054,Salicylate Analgesics,aspirin,HIC 2000028023 ASPIRIN OR PLACEBO 81 MG CAPSULES,1113617,54,0.0%
2291281,Salicylate Analgesics,aspirin,ASPIRIN LOW-STRENGTH ORAL,"",53,0.0%
2577058,Salicylate Analgesics,aspirin,ASPIRIN 81 MG CAPSULE DELAYED RELEASE,19102865,52,0.0%
1773523,Salicylate Analgesics,aspirin,ASPIRIN CHILDRENS 81 MG CHEWABLE TABLET,1113346,50,0.0%
7155110,Salicylate Analgesic Combinations,aspirin acetaminophen caffeine,ASPIRIN-ACETAMINOPHEN-CAFFEINE 250 MG-250 MG-65 MG TABLET,1510764,8671,71.51%
2614251,Salicylate Analgesic Combinations,aspirin acetaminophen caffeine,EXCEDRIN MIGRAINE ORAL,"",987,8.14%
4529691,Salicylate Analgesic Combinations,aspirin acetaminophen caffeine,EXCEDRIN EXTRA STRENGTH ORAL,"",681,5.62%
4182595,Salicylate Analgesic Combinations,aspirin acetaminophen caffeine,EXCEDRIN EXTRA STRENGTH 250 MG-250 MG-65 MG TABLET,19041509,320,2.64%
2188369,Salicylate Analgesic Combinations,aspirin acetaminophen caffeine,EXCEDRIN MIGRAINE 250 MG-250 MG-65 MG TABLET,19041509,197,1.62%
4953833,Salicylate Analgesic Combinations,aspirin acetaminophen caffeine,MIGRAINE RELIEF 250 MG-250 MG-65 MG TABLET,19073408,83,0.68%
8724933,Salicylate Analgesics with Non-salicylate Analgesics Combinations,aspirin acetaminophen cal carb,EXCEDRIN BACK & BODY ORAL,"",85,59.86%
5272035,Salicylate Analgesic Combinations,aspirin caffeine,ASPIRIN-CAFFEINE 500 MG-32.5 MG TABLET,42873711,119,0.98%
9940350,Salicylate Analgesic Combinations,aspirin caffeine,BAYER BACK AND BODY 500 MG-32.5 MG TABLET,19126179,80,0.66%
6780880,Salicylate Analgesic Combinations,aspirin caffeine,ANACIN ORAL,"",60,0.49%
4806817,Salicylate Analgesic Combinations,aspirin caffeine,ASPIRIN-CAFFEINE 400 MG-32 MG TABLET,1134552,58,0.48%
7050080,"Salicylate Analgesics, Buffered",aspirin calcium carb magnesium,ASPIRIN BUFFERED (CALCIUM CARBONATE-MAGNESIUM) 325 MG TABLET,40174523,1011,29.42%
1827974,"Salicylate Analgesics, Buffered",aspirin calcium carb magnesium,ASPIRIN BUFFERED (CALCIUM CARBONATE-MAGNESIUM) 81 MG TABLET,40174527,826,24.04%
5414417,"Salicylate Analgesics, Buffered",aspirin calcium carb magnesium,ASPIRIN BUFFERED (CALCIUM CARBONATE-MAGNESIUM) 324 MG TABLET,908730,132,3.84%
9321421,"Salicylate Analgesics, Buffered",aspirin calcium carbonate,ASPIRIN-CALCIUM CARBONATE 81 MG-300 MG CALCIUM (777 MG) TABLET,40174531,1282,37.31%
9699677,Platelet Aggregation Inhibitor Combinations,aspirin dipyridamole,ASPIRIN 25 MG-DIPYRIDAMOLE 200 MG CAPSULE EXT.RELEASE 12 HR MULTIPHASE,43011909,5270,88.1%
1048062,Platelet Aggregation Inhibitor Combinations,aspirin dipyridamole,AGGRENOX 25 MG-200 MG CAPSULE  EXTENDED RELEASE,43011909,648,10.83%
7785285,Platelet Aggregation Inhibitor Combinations,aspirin dipyridamole,AGGRENOX ORAL,"",98,1.64%
2401259,Salicylate Analgesics,aspirin sod bicarb citric acid,ASPIRIN-SODIUM BICARBONATE-CITRIC ACID 324 MG EFFERVESCENT TABLET,45774598,498,0.04%
6661844,Salicylate Analgesics,aspirin sod bicarb citric acid,ALKA-SELTZER ORAL,"",125,0.01%
9576551,Alternative Therapy - Antioxidant,astaxanthin,ASTAXANTHIN ORAL,"",232,1.17%
9275031,Alternative Therapy - Antioxidant,astaxanthin,ASTAXANTHIN 4 MG CAPSULE,40242673,148,0.74%
4073415,Alternative Therapy - Unclassified,astragalus root,ASTRAGALUS ORAL,"",222,0.13%
1176066,Alternative Therapy - Unclassified,astragalus root,ASTRAGALUS ROOT ORAL,"",69,0.04%
9522613,Protease Inhibitors (Peptidic) Antiretroviral,atazanavir sulfate,ATAZANAVIR 300 MG CAPSULE,1727255,4550,26.34%
8264105,Protease Inhibitors (Peptidic) Antiretroviral,atazanavir sulfate,REYATAZ 300 MG CAPSULE,1727255,1464,8.48%
1581494,Protease Inhibitors (Peptidic) Antiretroviral,atazanavir sulfate,ATAZANAVIR 200 MG CAPSULE,19102201,1131,6.55%
5272171,Protease Inhibitors (Peptidic) Antiretroviral,atazanavir sulfate,REYATAZ 200 MG CAPSULE,19102201,242,1.4%
6397823,Protease Inhibitors (Peptidic) Antiretroviral,atazanavir sulfate,ATAZANAVIR 150 MG CAPSULE,19102202,220,1.27%
3806570,Protease Inhibitors (Peptidic) Antiretroviral,atazanavir sulfate,REYATAZ ORAL,"",55,0.32%
4811579,Antiretroviral Combinations - Protease Inhibitors,atazanavir sulfate cobicistat,EVOTAZ 300 MG-150 MG TABLET,45892118,327,6.05%
4380592,Antiretroviral Combinations - Protease Inhibitors,atazanavir sulfate cobicistat,ATAZANAVIR 300 MG-COBICISTAT 150 MG TABLET,45892118,135,2.5%
1899457,Beta Blockers Cardiac Selective,atenolol,ATENOLOL 25 MG TABLET,19024814,117985,6.8%
6219933,Beta Blockers Cardiac Selective,atenolol,ATENOLOL 50 MG TABLET,19025069,86585,4.99%
5175437,Beta Blockers Cardiac Selective,atenolol,ATENOLOL 100 MG TABLET,19003678,26098,1.5%
8618237,Beta Blockers Cardiac Selective,atenolol,ATENOLOL (TENORMIN) 12.5 MG HALFTAB,19012885,5622,0.32%
4722009,Beta Blockers Cardiac Selective,atenolol,ATENOLOL ORAL,"",2896,0.17%
6686334,Beta Blockers Cardiac Selective,atenolol,TENORMIN 25 MG TABLET,19012417,458,0.03%
4364586,Beta Blockers Cardiac Selective,atenolol,ATENOLOL 2 MG ML ORAL SUSPENSION,19012417,283,0.02%
7400329,Beta Blockers Cardiac Selective,atenolol,TENORMIN 50 MG TABLET,1314005,262,0.02%
3554547,Beta Blockers Cardiac Selective,atenolol,TENORMIN ORAL,"",78,0.0%
5135477,Cardiac Selective Beta Blocker-Thiazide Diuretic and Related Comb.,atenolol chlorthalidone,ATENOLOL 50 MG-CHLORTHALIDONE 25 MG TABLET,19127663,6080,35.04%
7140102,Cardiac Selective Beta Blocker-Thiazide Diuretic and Related Comb.,atenolol chlorthalidone,ATENOLOL 100 MG-CHLORTHALIDONE 25 MG TABLET,19127661,2203,12.7%
3740456,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,ATEZOLIZUMAB 1 200 MG 20 ML (60 MG ML) INTRAVENOUS SOLUTION,42629086,4758,27.37%
9034947,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,ATEZOLIZUMAB 840 MG 14 ML (60 MG ML) INTRAVENOUS SOLUTION,1366763,2074,11.93%
8133211,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1203009900 MPDL3280A (PHASE III) MED,42629086,422,2.43%
7132810,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1203009900 MPDL3280A,42629086,281,1.62%
1347767,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1604017557 ATEZOLIZUMAB (MPDL3280A) MED,42629086,173,1.0%
8885689,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1503015512 ATEZOLIZUMAB (MPDL3280A) MED,42629086,167,0.96%
6403347,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 2000025107 ATEZOLIZUMAB (MPDL3280A) MED,42629086,163,0.94%
3186531,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 2000020737 ATEZOLIZUMAB (MPDL3280A) MED,42629086,149,0.86%
6910193,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1404013701 (MPDL3280A) MED,42629086,131,0.75%
6702351,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1602017234 ATEZOLIZUMAB (MPDL3280A) MED,42629086,119,0.68%
1739981,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1506015999 MPDL3280A (ATEZOLIZUMAB) MED,42629086,111,0.64%
9084894,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 2000024614 ATEZOLIZUMAB MED,42629086,92,0.53%
6683581,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1512016979 MPDL3280A (ATEZOLIZUMAB) MED,42629086,90,0.52%
3676943,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1604017588 ATEZOLIZUMAB (MPDL3280A) MED,42629086,90,0.52%
2197621,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1603017390 MPDL3280A (ATEZOLIZUMAB) MED,42629086,88,0.51%
2681607,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,ATEZOLIZUMAB 1200 MG 20 ML (60 MG ML) INTRAVENOUS SOLUTION,42629086,82,0.47%
6355439,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1607018082 ATEZOLIZUMAB (MPDL3280A) MED,42629086,73,0.42%
7949225,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 2000021392 ATEZOLIZUMAB MED,42629086,64,0.37%
5292212,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 2000035152 ATEZOLIZUMAB MED,42629086,61,0.35%
4636513,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1604017550 ATEZOLIZUMAB (MPDL3280A) MED,42629086,54,0.31%
9277084,Antineoplastic-Anti-Programmed Cell Death Ligand-1 (PD-L1) MC Antib.,atezolizumab,HIC 1502015389 ATEZOLIZUMAB (MPDL3280A) MED,42629086,53,0.3%
6089290,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),atogepant,QULIPTA 60 MG TABLET,"",3180,5.79%
7448884,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),atogepant,ATOGEPANT 60 MG TABLET,"",2279,4.15%
1289695,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),atogepant,QULIPTA 30 MG TABLET,"",911,1.66%
8929926,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),atogepant,ATOGEPANT 30 MG TABLET,"",307,0.56%
9576308,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),atogepant,QULIPTA 10 MG TABLET,"",213,0.39%
1751655,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),atogepant,ATOGEPANT 10 MG TABLET,"",58,0.11%
1623211,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 40 MG CAPSULE,40171339,6962,29.0%
7993155,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 25 MG CAPSULE,40171337,3967,16.53%
9506681,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 60 MG CAPSULE,40171341,3082,12.84%
3708937,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 80 MG CAPSULE,40171341,2766,11.52%
6237080,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 10 MG CAPSULE,40171337,2753,11.47%
6742652,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 18 MG CAPSULE,40171337,2276,9.48%
8878078,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,ATOMOXETINE 100 MG CAPSULE,742265,1109,4.62%
4049975,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 40 MG CAPSULE,19098491,489,2.04%
1943609,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 80 MG CAPSULE,742266,293,1.22%
5310115,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA ORAL,"",278,1.16%
5045555,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 25 MG CAPSULE,742228,272,1.13%
2272432,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 60 MG CAPSULE,742230,255,1.06%
7437190,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 18 MG CAPSULE,742227,154,0.64%
4914884,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 10 MG CAPSULE,742226,114,0.47%
6719369,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",atomoxetine HCl,STRATTERA 100 MG CAPSULE,742265,107,0.45%
2571349,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN 40 MG TABLET,19123593,482575,14.96%
2688193,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN 20 MG TABLET,1545999,434651,13.48%
1706131,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN 10 MG TABLET,1545998,404655,12.55%
4755882,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN 80 MG TABLET,19068781,246613,7.65%
3223926,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,LIPITOR ORAL,"",5648,0.18%
1862141,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,LIPITOR 10 MG TABLET,1545998,4620,0.14%
2600493,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN ORAL,"",3795,0.12%
9896754,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,LIPITOR 20 MG TABLET,1545999,3353,0.1%
6567932,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,LIPITOR 40 MG TABLET,19123593,2385,0.07%
2986750,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,LIPITOR 80 MG TABLET,19068781,722,0.02%
6146833,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN (LIPITOR) 5 MG HALFTAB,1545998,358,0.01%
1476517,Antihyperlipidemic - HMG CoA Reductase Inhibitors (statins),atorvastatin calcium,ATORVASTATIN 20 MG 5 ML (4 MG ML) ORAL SUSPENSION,1545958,102,0.0%
1270867,Antiprotozoal Agents - Other,atovaquone,ATOVAQUONE 750 MG 5 ML ORAL SUSPENSION,1781735,15681,98.59%
9526196,Antiprotozoal Agents - Other,atovaquone,MEPRON 750 MG 5 ML ORAL SUSPENSION,1781735,128,0.8%
6146636,Antiprotozoal Agents - Other,atovaquone,MEPRON ORAL,"",51,0.32%
6589447,Antimalarial Combinations,atovaquone proguanil HCl,ATOVAQUONE 250 MG-PROGUANIL 100 MG TABLET,40166166,12059,89.93%
1449988,Antimalarial Combinations,atovaquone proguanil HCl,ATOVAQUONE-PROGUANIL (PEDIATRIC) 62.5 MG-25 MG TABLET,40166169,767,5.72%
8685957,Antimalarial Combinations,atovaquone proguanil HCl,MALARONE 250 MG-100 MG TABLET,40166166,507,3.78%
4248055,Neuromuscular Blocker - Nondepolarizing Agents,atracurium besylate,ATRACURIUM 10 MG ML INTRAVENOUS SOLUTION,40173645,121,0.02%
1820263,Ophthalmic - Anticholinergics,atropine sulfate,ATROPINE 1 % EYE DROPS,40243448,25398,25.9%
4510185,GI Antispasmodic - Belladonna Alkaloids,atropine sulfate,ATROPINE 1 MG ML INJECTION SOLUTION,40243436,24332,25.37%
4533903,GI Antispasmodic - Belladonna Alkaloids,atropine sulfate,ATROPINE 0.4 MG ML INJECTION SOLUTION,40243414,23818,24.83%
7824448,GI Antispasmodic - Belladonna Alkaloids,atropine sulfate,ATROPINE 0.1 MG ML INJECTION SYRINGE,42902781,15409,16.06%
4832033,Ophthalmic - Anticholinergics,atropine sulfate,ATROPINE 1 % SUBLINGUAL SOLUTION,40243452,5247,5.35%
3065184,GI Antispasmodic - Belladonna Alkaloids,atropine sulfate,ATROPINE 0.4 MG ML INTRAVENOUS SYRINGE,42799045,2857,2.98%
1524952,Ophthalmic - Anticholinergics,atropine sulfate,ATROPINE 0.01 % EYE DROP EMULSION,914335,696,0.71%
1478016,Ophthalmic - Anticholinergics,atropine sulfate,ATROPINE 0.5 % EYE DROPS,40243475,275,0.28%
7543354,Ophthalmic - Anticholinergics,atropine sulfate,ATROPINE 1 % EYE OINTMENT,40243325,164,0.17%
5216046,Ophthalmic - Anticholinergics,atropine sulfate,ATROPINE 0.05 % EYE DROPS,914335,76,0.08%
8555000,Ophthalmic - Anticholinergics,atropine sulfate 0.9 %sod chlr,ATROPINE 0.01 % (IN 0.9 % SODIUM CHLORIDE) EYE DROPS,914335,113,0.12%
5901424,Ophthalmic - Anticholinergics,atropine sulfate PF,ATROPINE SULFATE (PF) OPHT,"",520,0.53%
