procedure_id,concept_name,concept_id,order_code,order_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
8609250,No matching concept,0,ECH101,ECHO 2D COMPLETE IF INDICATED IMAGE ENHANCEMENT AND OR 3D,27709,0.05%,Metadata,None,No matching concept,Undefined
6159061,Therapeutic phlebotomy,4132738,NUR1286,PHLEBOTOMY TREATMENT,27708,0.05%,Procedure,SNOMED,127606004,Procedure
2976089,No matching concept,0,REF187,AMBULATORY REFERRAL TO ENDOSCOPY (YHC ONLY),27638,0.05%,Metadata,None,No matching concept,Undefined
3509547,No matching concept,0,NUR1400,INITIATE HYPOGLYCEMIA MANAGEMENT OF THE ASYMPTOMATIC AT RISK INFANT PROTOCOL,27610,0.05%,Metadata,None,No matching concept,Undefined
2119950,"Computed tomographic angiography, abdomen and pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing",42742548,IMG240,CTA ABDOMEN AND PELVIS,27571,0.05%,Procedure,CPT4,74174,CPT4
7203718,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete",2211742,IMG1218,US RENAL ARTERY STENOSIS COMPLETE,27557,0.05%,Procedure,CPT4,76770,CPT4
9898064,No matching concept,0,NUR579,AZ  IRINOTECAN TREATMENT CONDITIONS,27508,0.05%,Metadata,None,No matching concept,Undefined
2784085,No matching concept,0,CAR040,MOBILE CARDIAC OUTPATIENT TELEMETRY,27471,0.05%,Metadata,None,No matching concept,Undefined
8480391,Fluorescence in situ hybridization,4142271,LAB10402,FISH (CYTOGENETICS) (YMG),27325,0.05%,Procedure,SNOMED,426329006,Procedure
4423228,Assessment using National Institutes of Health stroke scale,42872750,NUR1275,NIHSS SCALE,27315,0.05%,Procedure,SNOMED,450742003,Procedure
3663766,Mammography of left breast,37109442,IMG3429,NR MAMMO POST BIOPSY IMAGING LEFT EXAM (BH YH),27240,0.05%,Procedure,SNOMED,572701000119102,Procedure
1164297,"","",CATH01,CARDIAC CATHETERIZATION,27222,0.05%,"","","",""
1040333,No matching concept,0,CON57,IP CONSULT TO HEMATOLOGY,27220,0.05%,Metadata,None,No matching concept,Undefined
2941606,"Computed tomography, head or brain; without contrast material",2211327,IMG3982,CT HEAD WO IV CONTRAST (STROKE),27216,0.05%,Procedure,CPT4,70450,CPT4
2301525,No matching concept,0,ADT121,IP CHANGE TO OBS STATUS REQUEST,27202,0.05%,Metadata,None,No matching concept,Undefined
9400642,High resolution computed tomography of chest without contrast,36713048,IMG1263,CT CHEST WO IV CONTRAST HIGH RESOLUTION (BH YH LM WH YHC),27195,0.05%,Procedure,SNOMED,16335031000119103,Procedure
3663385,No matching concept,0,IMG4026,CASE REQUEST BH INTERVENTIONAL RADIOLOGY,27094,0.05%,Metadata,None,No matching concept,Undefined
7109810,No matching concept,0,LAB265,LACTOFERRIN  STOOL,27070,0.05%,Metadata,None,No matching concept,Undefined
5813146,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",2313871,ECH11,ECHO 2D LTD IF INDICATED IMAGE ENHANCEMENT AND OR 3D,27025,0.05%,Procedure,CPT4,93308,CPT4
1376571,No matching concept,0,NUR146,GLUCOSE POCT N C,26999,0.05%,Metadata,None,No matching concept,Undefined
8793730,Continuous processed EEG,4098780,NEU37,CONTINUOUS EEG,26812,0.05%,Procedure,SNOMED,252736007,Procedure
4210855,No matching concept,0,LAB8997,ZZZBODY FLUID CELL COUNT     (YH),26791,0.05%,Metadata,None,No matching concept,Undefined
1438782,Plain X-ray of right humerus,37207164,IMG89,XR HUMERUS RIGHT AP LATERAL,26703,0.05%,Procedure,SNOMED,3671000087106,Procedure
8406779,"Home infusion therapy, all supplies (including catheter) necessary for a peripherally inserted central venous catheter (picc) line insertion",2721327,IVT45,LINE PLACED BY NSG PICC SERVICE,26691,0.05%,Procedure,HCPCS,S5520,HCPCS
9482128,No matching concept,0,NUR3240,CLIP HAIR AT SURGICAL SITE,26663,0.05%,Metadata,None,No matching concept,Undefined
3444642,"Radiologic examination; toe(s), minimum of 2 views",2211493,IMG1577,XR TOE LEFT 2 + VW,26507,0.05%,Procedure,CPT4,73660,CPT4
2854003,No matching concept,0,LAB9022,CSF CELL COUNT 1 (BH GH LMW YH),26364,0.05%,Metadata,None,No matching concept,Undefined
3395401,No matching concept,0,115104,NO REACTION INSTRUCTION,26296,0.05%,Metadata,None,No matching concept,Undefined
3821048,CT angiography of coronary arteries,4306317,IMG1267,CTA CORONARY,26291,0.05%,Procedure,SNOMED,419545005,Procedure
4972940,No matching concept,0,CAR01,24 HOUR BLOOD PRESSURE MONITOR,26276,0.05%,Metadata,None,No matching concept,Undefined
8665194,No matching concept,0,RT188,AEROSOL MASK (PEDIATRIC),26174,0.05%,Metadata,None,No matching concept,Undefined
7376876,No matching concept,0,NUR355,ORAL CARE,26173,0.05%,Metadata,None,No matching concept,Undefined
3422346,No matching concept,0,IMG4402,OUTSIDE INTERPRETATION CT CHEST,26170,0.05%,Metadata,None,No matching concept,Undefined
7834633,"Radiologic examination; humerus, minimum of 2 views",2211449,IMG88,XR HUMERUS LEFT AP LATERAL,26148,0.05%,Procedure,CPT4,73060,CPT4
9168522,No matching concept,0,ISO16,CONTACT PLUS ISOLATION STATUS,26107,0.05%,Metadata,None,No matching concept,Undefined
4759591,No matching concept,0,LAB9023,CSF CELL COUNT 4 (BH GH LMW YH),26092,0.05%,Metadata,None,No matching concept,Undefined
9410013,"Ultrasound, abdominal aorta, real time with image documentation, screening study for abdominal aortic aneurysm (AAA)",42628063,IMG1081,US ABDOMINAL AORTA LIMITED,26075,0.05%,Procedure,CPT4,76706,CPT4
6570177,No matching concept,0,REF70,AMB REFERRAL TO PEDIATRIC ENDOCRINOLOGY,26056,0.05%,Metadata,None,No matching concept,Undefined
1738746,No matching concept,0,IMG4401,OUTSIDE INTERPRETATION CT ABDOMEN AND OR PELVIS,25982,0.05%,Metadata,None,No matching concept,Undefined
4512313,"Diagnostic digital breast tomosynthesis, unilateral or bilateral (list separately in addition to 77065 or 77066)",45890623,IMG3428,NR MAMMO POST BIOPSY IMAGING RIGHT EXAM (BH YH),25940,0.05%,Procedure,HCPCS,G0279,HCPCS
3431964,No matching concept,0,LAB4091,DNA PROBE GC CHLAMYDIA     (GH),25888,0.05%,Metadata,None,No matching concept,Undefined
4963201,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,2313991,IMG2663,US DUPLEX UPPER EXTREMITY VENOUS LEFT,25883,0.05%,Procedure,CPT4,93971,CPT4
5251045,No matching concept,0,IMG3900,CT 2D RECONSTRUCTION LUMBAR SPINE (YH BH GH LM WH),25863,0.05%,Metadata,None,No matching concept,Undefined
7947558,No matching concept,0,RT21,CAPNOGRAPHY,25821,0.05%,Metadata,None,No matching concept,Undefined
8110372,"Radiologic examination, pelvis; complete, minimum of 3 views",2211421,IMG72,XR PELVIS COMPLETE (BH YH LM),25784,0.05%,Procedure,CPT4,72190,CPT4
9950970,No matching concept,0,LABEX10815,SARS COV-2 (COVID-19) INFLUENZA A+B (EXTERNAL),25782,0.05%,Metadata,None,No matching concept,Undefined
5179993,No matching concept,0,LAB4537,CULTURE  STOOL  SAL SHIG CAMPY & SHIGA TOXINS W RFL E.COLI CULTURE(Q),25743,0.05%,Metadata,None,No matching concept,Undefined
9463935,No matching concept,0,115013A,PEMBROLIZUMAB TREATMENT CONDITION,25719,0.05%,Metadata,None,No matching concept,Undefined
5346502,Helicobacter pylori breath test,4064762,LAB3032,ZZZH. PYLORI RAPID UREASE TEST     (BH GH LMW),25679,0.05%,Procedure,SNOMED,164791003,Procedure
9436465,"Radiologic examination, foot; 2 views",2211490,IMG148,XR FOOT RIGHT AP AND LATERAL,25656,0.05%,Procedure,CPT4,73620,CPT4
4288218,"Magnetic resonance angiography, head; without contrast material(s)",2211345,IMG1685,MRI BRAIN W WO IV CONTRAST INCL MRA HEAD WO IV CONTRAST,25542,0.05%,Procedure,CPT4,70544,CPT4
7839658,No matching concept,0,REF79,AMB REFERRAL TO PEDIATRIC ORTHOPEDICS,25499,0.05%,Metadata,None,No matching concept,Undefined
8729409,"Radiologic examination, ribs, unilateral; 2 views",2211372,IMG49,XR RIBS RIGHT W PA CHEST,25443,0.05%,Procedure,CPT4,71100,CPT4
8377016,Administration of meningitis B vaccine,36715063,IMM104,MENINGOCOCCAL B  OMV (MULTICOMPONENT) (BEXSERO),25417,0.05%,Procedure,SNOMED,720537002,Procedure
8930903,No matching concept,0,REF18,AMB REFERRAL TO DENTISTRY,25409,0.05%,Metadata,None,No matching concept,Undefined
2632244,No matching concept,0,ADT127,REFER TO OBSERVATION (OB TRIAGE),25393,0.05%,Metadata,None,No matching concept,Undefined
1239820,Skin preparation,4075357,NUR539,SKIN PREP,25389,0.05%,Procedure,SNOMED,225136007,Procedure
2520306,No matching concept,0,LAB7009,CIPRO RESISTANT GNR RECTAL SCREEN     (BH GH LMW YH),25342,0.05%,Metadata,None,No matching concept,Undefined
8213050,No matching concept,0,REF78,AMB REFERRAL TO PEDIATRIC NEUROLOGY,25264,0.05%,Metadata,None,No matching concept,Undefined
4968302,"","",POC227,POCT STREP A (YALE NEW HAVEN URGENT CARE),25177,0.05%,"","","",""
9622548,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,2313991,IMG2664,US DUPLEX UPPER EXTREMITY VENOUS RIGHT,25143,0.05%,Procedure,CPT4,93971,CPT4
5105000,Fine needle aspiration NOC,44790251,LAB3665,CYTOLOGY FINE NDL ASPIR     (BH YH),25107,0.05%,Procedure,SNOMED,230251000000106,Procedure
4411410,Labor care assessment,4250612,NUR949,LABOR OBSERVATION ASSESSMENT,25091,0.05%,Procedure,SNOMED,409015007,Procedure
6864358,No matching concept,0,ADT126,ZZZRETIREDYNH OBS STATUS CHANGE TO INPATIENT,25041,0.05%,Metadata,None,No matching concept,Undefined
5098564,No matching concept,0,SUP6575,CMC EQUIPMENT ORDER,25017,0.05%,Metadata,None,No matching concept,Undefined
1987335,No matching concept,0,NUR579,U  CARDIAC EJECTION FRACTION WARNING,25001,0.04%,Metadata,None,No matching concept,Undefined
8810242,"Radiologic examination, elbow; 2 views",2211450,IMG91,XR ELBOW RIGHT AP AND LATERAL,24951,0.04%,Procedure,CPT4,73070,CPT4
1867321,Speech and language therapy assessment,44811098,SLP8,SLP ADULT SPEECH LANGUAGE COGNITIVE EVALUATION,24917,0.04%,Procedure,SNOMED,863031000000102,Procedure
6145967,No matching concept,0,NUR579,P  EXTRAVASATION INSTRUCTIONS,24902,0.04%,Metadata,None,No matching concept,Undefined
5892827,Radionuclide imaging of perfusion of myocardium under exercise stress,4209229,NMC1964,NM MYOCARDIAL PERFUSION SPECT (STRESS ONLY) WITH EXERCISE,24898,0.04%,Procedure,SNOMED,440519002,Procedure
1438494,No matching concept,0,REF285,AMB REF TO AMBULATORY PHARMACY SERVICES,24722,0.04%,Metadata,None,No matching concept,Undefined
9397165,No matching concept,0,LAB6298,TISSUE CULTURE     (BH GH LMW YH),24715,0.04%,Metadata,None,No matching concept,Undefined
3015140,No matching concept,0,CAR73,AICD INTERROGATION-IN OFFICE,24604,0.04%,Metadata,None,No matching concept,Undefined
2166981,No matching concept,0,LAB268,CSF CULTURE     (BH GH LMW YH),24580,0.04%,Metadata,None,No matching concept,Undefined
5771851,Holter extended electrocardiographic recording,4140473,CVR08,CARDIAC HOLTER RESULT SCAN,24577,0.04%,Procedure,SNOMED,427047002,Procedure
6412242,No matching concept,0,LAB5659,ZZZPATH OB SURGICALS     (GH),24574,0.04%,Metadata,None,No matching concept,Undefined
9943905,Single photon emission computed tomography with computed tomography cardiac stress ventriculography,40480560,NMC3025,PET CT MYOCARDIAL PERFUSION (STRESS AND REST) W REGADENOSON (YH),24532,0.04%,Procedure,SNOMED,443215008,Procedure
3949022,Ultrasonography of abdomen,4261497,IMG3411,OSF US ABDOMEN VIEWS,24489,0.04%,Procedure,SNOMED,45036003,Procedure
4721803,Transesophageal echocardiography,4019824,ECH25,TEE W COMPLETE DOPPLER AND CFI IF IND IMG ENHANCEMENT AND OR 3D,24336,0.04%,Procedure,SNOMED,105376000,Procedure
2929960,No matching concept,0,CON60,IP CONSULT TO ENDOCRINOLOGY  DIABETES & METABOLISM,24248,0.04%,Metadata,None,No matching concept,Undefined
5702484,No matching concept,0,PHA29,A  PATIENT S OWN MEDICATION CONSULT,24226,0.04%,Metadata,None,No matching concept,Undefined
5885939,Ultrasonography guided biopsy of left breast,37109414,IMG2948,US GUIDED BREAST BIOPSY LEFT,24171,0.04%,Procedure,SNOMED,4541000087104,Procedure
4762331,No matching concept,0,LAB8468,NOROVIRUS BY RT-PCR     (BH GH LMW YH),24159,0.04%,Metadata,None,No matching concept,Undefined
1891997,"","",NUR2293,URGENT NON-CARDIAC ARREST TREATMENT PREFERENCES (APPLIES ONLY OUTSIDE OF CARDIAC ARREST),24154,0.04%,"","","",""
1315067,No matching concept,0,LAB2707,ZZZC. DIFFICILE ANTIGEN W  REFLEX CYTOTOXIN     (YH),24138,0.04%,Metadata,None,No matching concept,Undefined
2035099,Polysomnography,4189015,SLE20,PEDIATRIC NOCTURNAL POLYSOMNOGRAPHY,24128,0.04%,Procedure,SNOMED,60554003,Procedure
1812570,"Magnetic resonance angiography, spinal canal and contents, with or without contrast material(s)",2211419,IMG2720,MRI TOTAL SPINE W WO IV CONTRAST(BH YH GH YHC),24125,0.04%,Procedure,CPT4,72159,CPT4
3481859,Removal of arterial catheter,4172187,NUR10781,REMOVE ARTERIAL CATHETER,24093,0.04%,Procedure,SNOMED,422395007,Procedure
8344055,Debridement,4272410,PRO56,DEBRIDEMENT,23980,0.04%,Procedure,SNOMED,36777000,Procedure
2780883,Polysomnography,4189015,SLE12,NPSG W CPAP TITRATION,23932,0.04%,Procedure,SNOMED,60554003,Procedure
8153680,Single photon emission computed tomography with computed tomography cardiac stress ventriculography,40480560,NMC3001,PET CT STRESS CT READ,23907,0.04%,Procedure,SNOMED,443215008,Procedure
8408498,"Radiologic examination, shoulder; complete, minimum of 2 views",2211446,IMG1597,XR SHOULDER RIGHT AP INTERNAL AP EXTERNAL(BH YH LM),23833,0.04%,Procedure,CPT4,73030,CPT4
6869795,No matching concept,0,CAR67,NM CARDIAC STRESS TEST - CARDIOLOGIST RESULT (YH),23786,0.04%,Metadata,None,No matching concept,Undefined
5566872,No matching concept,0,RT29,CPAP: PATIENT OWNED EQUIPMENT (ADULT),23782,0.04%,Metadata,None,No matching concept,Undefined
8799021,No matching concept,0,REF149,AMB REFERRAL TO MATERNAL FETAL MEDICINE,23639,0.04%,Metadata,None,No matching concept,Undefined
4939884,No matching concept,0,REF66,AMB REFERRAL TO PEDIATRIC ALLERGY,23614,0.04%,Metadata,None,No matching concept,Undefined
2830799,Hearing assessment,4140740,NUR639,HEARING SCREENING,23462,0.04%,Procedure,SNOMED,427247008,Procedure
4102411,No matching concept,0,ADT38,ZZZRETIREDYNH ED ADMIT TO PSYCH INPATIENT,23408,0.04%,Metadata,None,No matching concept,Undefined
2231599,No matching concept,0,REF30,AMB REFERRAL TO GYNECOLOGY,23406,0.04%,Metadata,None,No matching concept,Undefined
7561975,No matching concept,0,ADT120,OP SURG PROC REQ AN OVERNIGHT BED,23343,0.04%,Metadata,None,No matching concept,Undefined
8901851,No matching concept,0,ADT60,ZZZRETIREDOP SURG PROC REQ AN OVERNIGHT BED,23321,0.04%,Metadata,None,No matching concept,Undefined
3297103,No matching concept,0,REF195,AMB REFERRAL TO GAYLORD OUTPATIENT SERVICES,23272,0.04%,Metadata,None,No matching concept,Undefined
4579539,CT of thoracic spine,4086262,IMG3901,CT 2D RECONSTRUCTION THORACIC SPINE (YH BH GH LM WH),23174,0.04%,Procedure,SNOMED,241579000,Procedure
2831081,Ultrasonography guided biopsy of right breast,37109415,IMG2949,US GUIDED BREAST BIOPSY RIGHT,23170,0.04%,Procedure,SNOMED,4551000087101,Procedure
9577102,"Radiologic examination of foot, anteroposterior and lateral views",4049525,IMG147,XR FOOT LEFT AP AND LATERAL(BH GH YH LM WH),23133,0.04%,Procedure,SNOMED,20798004,Procedure
3423349,"Radiologic examination, shoulder; complete, minimum of 2 views",2211446,IMG1296,XR SHOULDER LEFT AP INTERNAL AP EXTERNAL  (BH YH LM),23059,0.04%,Procedure,CPT4,73030,CPT4
2638445,No matching concept,0,ADT54,ZZZRETIREDYNH IP CHANGE TO OBS STATUS REQUEST,22997,0.04%,Metadata,None,No matching concept,Undefined
5189745,Ultrasonography of left breast,42538970,IMG3412,OSF US BREAST LEFT,22875,0.04%,Procedure,SNOMED,951000087106,Procedure
1179608,Holter extended electrocardiographic recording,4140473,CAR82,HOLTER MONITOR - 3 TO 7 DAY,22855,0.04%,Procedure,SNOMED,427047002,Procedure
3931201,No matching concept,0,LAB4566,HPV DNA (HIGH RISK)     (GH Q WH),22774,0.04%,Metadata,None,No matching concept,Undefined
8175817,No matching concept,0,ADT24,OUTPATIENT CHANGE TO INPATIENT ADMISSION,22742,0.04%,Metadata,None,No matching concept,Undefined
3803014,Angiography,4299523,IMG3012,IR ANGIOGRAPHY PROCEDURES,22722,0.04%,Procedure,SNOMED,77343006,Procedure
3019444,No matching concept,0,RES2,RESTRAINTS VIOLENT OR SELF-DESTRUCTIVE ADULT (AGE 18 AND OLDER),22641,0.04%,Metadata,None,No matching concept,Undefined
4810385,Coronavirus vaccination,4236188,IMM218,COVID-19 PFIZER  5-11 YRS  TRIS 0.2 ML,22631,0.04%,Procedure,SNOMED,90640007,Procedure
7551941,No matching concept,0,LAB6344,EXTENDED GENE ANALYSIS (DNA LAB) (YMG),22603,0.04%,Metadata,None,No matching concept,Undefined
3257520,No matching concept,0,ADT13,ZZZRETIREDADMIT TO L&D,22585,0.04%,Metadata,None,No matching concept,Undefined
9893364,No matching concept,0,IMG3207,CT IMPORT OUTSIDE IMAGES,22568,0.04%,Metadata,None,No matching concept,Undefined
2773261,Administration of diphtheria and acellular pertussis and tetanus vaccine,35621716,IMM15,DTAP VACCINE LESS THAN 7YO IM,22543,0.04%,Procedure,SNOMED,571571000119105,Procedure
3016937,Duplex scan of lower limb veins,4208052,IMG4192,US DUPLEX LWR EXT VENOUS REFLUX BILAT COMPLETE,22521,0.04%,Procedure,SNOMED,312725000,Procedure
3461857,No matching concept,0,NUR3251,DOCUMENT TUBE FEED,22498,0.04%,Metadata,None,No matching concept,Undefined
4583349,No matching concept,0,NUR526,ELEVATE HEELS OFF BED,22477,0.04%,Metadata,None,No matching concept,Undefined
5370149,No matching concept,0,CON36,IP CONSULT TO ANESTHESIOLOGY,22436,0.04%,Metadata,None,No matching concept,Undefined
2292129,Transfusion of plasma,4028665,NUR621,TRANSFUSE PLASMA,22412,0.04%,Procedure,SNOMED,13569004,Procedure
4172876,Cytogenetic procedure,4249882,LAB10404,CYTOLINK (CYTOGENETICS),22387,0.04%,Procedure,SNOMED,73735000,Procedure
2745806,No matching concept,0,ADT119,ED OBS PSYCHIATRY,22296,0.04%,Metadata,None,No matching concept,Undefined
1783834,No matching concept,0,REF112,AMB REFERRAL TO PEDIATRIC UROLOGY,22249,0.04%,Metadata,None,No matching concept,Undefined
6327688,No matching concept,0,REF37,AMB REFERRAL TO INFECTIOUS DISEASE,22116,0.04%,Metadata,None,No matching concept,Undefined
6174534,Plain X-ray of bilateral hands,37207199,IMG1313,XR HAND BILATERAL PA AND LATERAL (GH BH YH YHC LM WH),22087,0.04%,Procedure,SNOMED,4041000087108,Procedure
3887376,No matching concept,0,REF33,AMB REFERRAL TO HEMATOLOGY   ONCOLOGY,22032,0.04%,Metadata,None,No matching concept,Undefined
6840528,Ultrasound scan for follicle monitoring,4098936,164931,REI FOLLICLE ULTRASOUND,21980,0.04%,Procedure,SNOMED,252939009,Procedure
9849584,"Diagnostic mammography, including computer-aided detection (cad) when performed; unilateral",2617293,IMG3350,OSF MAMMO DIGITAL DIAGNOSTIC LEFT,21978,0.04%,Procedure,HCPCS,G0206,HCPCS
8846019,No matching concept,0,WIS13,COMPOSITE RESTORATION,21952,0.04%,Metadata,None,No matching concept,Undefined
2357967,Ultrasonography of right breast,42538971,IMG3413,OSF US BREAST RIGHT,21921,0.04%,Procedure,SNOMED,961000087109,Procedure
2138254,No matching concept,0,DIET18,DIET FAT RESTRICTED,21890,0.04%,Metadata,None,No matching concept,Undefined
2637195,No matching concept,0,IMG3211,MAMMO IMPORT OUTSIDE IMAGES,21867,0.04%,Metadata,None,No matching concept,Undefined
