care_site_id,Department
4221,YM OBGYN UROGYN NH ORCHARD ST
29280,YM OPHTHALMOLOGY GREENWICH
38602,CSHH DERMATOLOGY SARGENT DRIVE
395,YNH NEUROLOGY SERVICE
2737,ADVANCED CARDIOVASCULAR SPECIALISTS - FAIRFIELD
45401,CENTRAL SCHEDULING - INFECTIOUS DISEASE
29243,YNH SMILOW TOBACCO GUILFORD
32046,YNH DR XRAY WALLINGFORD MASONICARE
1322,YNH PEDIATRIC PREADMISSION TESTING
37893,YNH NP 12 SUPPORTIVE CARE UNIT
44565,CSHH BH RWC IOP NON RESI
1595,SRC MIDWIFERY CHAPEL
42616,YM INFECTIOUS DISEASE INSTRIDE VAN
26387,NE NEUROSURGERY WESTERLY
1829,BH AHLBIN CTR TRUMBULL
434,BH OB/GYN SERVICE
30454,MC BRIDGEPORT AVE DRAW STATION
966,YNH WP 3 CARDIOTHORACIC ICU HVC
45454,YM PEDI SURGERY SHAWS COVE
18917,ZZZLMH MAIN LABORATORY
24195,DR PETER ROGOL HAMDEN
27764,GH BEHAVIORAL LAFAYETTE
1405,YNH COCOON CLINIC
1624,SRC HAM CARDIAC SERVICES
2738,ADVANCED DIAGNOSTIC PAIN TREATMENT
21451,LMH MRI
43945,FCHC PEDIATRICS STAMFORD HIGH SBHC
377,GH HEMODIALYSIS
974,YNH SP 63 SURGERY
2383,YM CSC IN HOME MDFT YORK ST
2414,YM CT COASTAL OBGYN CHESHIRE
1650,SRC EYE LASER EXAM
2285,YM PEDI CARDIOLOGY ST MARY
4039,YM OBGYN GENERAL NH ORCHARD ST
2288,YMG PEDIATRIC SURGERY
21610,LMH VASCULAR-PULM-RESP
40645,BH ARIA HDR SMILOW TRUMBULL
30561,MC MEDITECH DIAGNOSTIC IMAGING COST CENTER DEPARTMENT
31279,YM CSC ASSESSMENT NH GEORGE ST
356,SYSTEM BUSINESS OFFICE
575,YM CHILD STUDY
593,YM MATERNAL FETAL MEDICINE INPATIENT
41067,YNH PEDI PCOS TRUMBULL
2376,YMG PEDI NORWALK SURGERY
21509,WH MED SURG 3
30007,CSHH DETOXIFICATION SCRC
42619,YM SURGERY GENERAL TRAUMA MILFORD
2348,YM CENTRAL REGISTRATION
1071,YNH INTERVENTIONAL RAD
19116,YNH SMILOW PHASE I CLINIC 55 PARK
29702,YNH PAIN MGMT NORTH HAVEN
31646,CSHH METHADONE MAINTENANCE ANSONIA
403,YNH SURGERY SERVICE
1433,YNH PEDI NORWALK CRANIOFACIAL
21516,WH XRAY
24095,NE IM NORTH HAVEN 4A DEVINE ST
21605,YNH PEDI NEONATAL OLD SAYBROOK
41563,YNH DIG HLTH NUTRITION OLD SAYBROOK
42518,FAIR HAVEN SBHC PEDI BISHOP WOODS
40647,YNH CITY OF NEW HAVEN TESTING
1991,GH OR DENTAL XRAY
1723,BH PERIPHERAL VASCULAR LAB
2356,YM CC GENETIC COUNSELING TRUMBULL
1136,YNH LONG WHARF PED XRAY
1685,BH LUSCOMB 9
3887,YM PULMONARY BRANFORD
22103,LONG ISLAND CARE CENTER
45405,CENTRAL SCHEDULING - SURGICAL ONCOLOGY
32042,YNH HOME DRAW
1112,YNH PEDI LW NEPHROLOGY
31285,FAIRFIELD COUNTY INT MED & GASTRO ASSOC MAIN BGPT
19048,YM OPHTHALMOLOGY GUILFORD
23182,YNH HOIT INFUSION ORCHARD
42764,YM DIGESTIVE DISEASE 8 DEVINE NOH
44966,YM PEDI FAMILY ADVOCACY NEW LONDON
2451,NE YNH GERIATRICS SVCS
31114,YM NEUROLOGY EPILEPSY MILFORD
28839,RESEARCH
1666,SRC OCC HEALTH BRANFORD XRAY
2193,YMG PEDI GUILFORD GI
2134,YM ANESTHESIOLOGY
39796,NE COVID VACCINE FAIR DEVINE ST
2382,YM CSC TRAUMA NEW HAVEN YORK ST
773,KIMBERLY HALL
894,BH INTERPRETER SERVICES
21748,NE ORTHO SURG WESTERLY
21340,BH OUTPATIENT IMAGING PARK AVE IR
2036,GH HASC PERIOP SVCS
23355,NE NEURO MONTAUK AVE
39992,NE HOME COVID VACCINE FAIR-HCP SOUTH CENTRAL
21619,WH AMBULATORY CARE UNIT
30779,NE MC HOSPITALISTS
1163,YNH SHORELINE NUC MED
43690,FAIR HAVEN SBHC BH ROSS WOODWARD
3831,YM PULMONARY NH SHERMAN
43962,FCHC BH CENTER FOR HOPE
44155,YM OBGYN UROGYN WESTPORT 325 RIVERSIDE
39342,YNHHS AMB HISTORICAL DEP
1083,YNH INTERVENTIONAL NPOR
1893,BH OUTPATIENT IMAGING COMMERCE PARK MAMMO
44823,NE IM WALLINGFORD
550,HEWITT HEALTH & REHAB
1804,BH RADIATION ONCOLOGY TRUMBULL
1673,SRC WH CARDIAC SERVICES
1875,BH DIALYSIS LAB - BLACK ROCK
42179,YM OPHTHALMOLOGY SURGERY RESOURCE
30033,CSHH INFECTIOUS DISEASE STATE ST
40112,MC ONE STOP TESTING CTR
21705,LMH MAIN LABORATORY
3971,YNH HVC PROCEDURES OLD SAYBROOK
34880,NE IM NEW HAVEN YORK ST
24916,YNH PEDI NEUROSURGERY OLD SAYBROOK
806,VISITING NURSE ASSOC OF SOUTHEASTERN CT
24640,YNH DSD GENETICS LW
28840,YNH LW PSYCH GENDER PROGRAM
1118,YNH SPINE CENTER-LONG WHARF
4224,BH WEST TOWER 8
29710,SRC MRI PREP HOLD
39761,SRC PCC COVID VACCINE FAIR OCC HEALTH
2722,SLEEP DISORDERS CENTER OF CT - BRANFORD
24917,FAIR HAVEN ADULT BH CARE BRANFORD
43449,NE WALK IN BRANFORD
38061,SRC MASS TESTING
45089,YHC ENDOSCOPY SUITE
42583,YNH PHOTOTHERAPY WESTBROOK
2704,FAIR HAVEN BH 374 GRAND AVE
2113,YM OBGYN REPRO SPERM PHYS LAB
2360,YM COUNTY OB NEW HAVEN
27778,WH TELEMEDICINE
678,VITAS HEALTHCARE
2110,YMG LONG WHARF PERINATOLOGY
40291,NE COVID VACCINE DOH GRANT POP UP
21498,WH EMERGENCY DEPARTMENT
21435,LMH 5.2 RESP AND RENAL
1717,BH LABORATORY
2234,YM NEUROSURGERY CLINIC
2708,FAIR HAVEN NUTRITION 374 GRAND AVE
45403,CENTRAL SCHEDULING - OBGYN
2009,GH VALLEY DRIVE PHARM
38435,LMH PRE-ADMISSION TESTING PEQUOT
39189,BH BEDSIDE IMAGING
39899,YNH UROGYN MADISON
1472,YNH DR SPORTS MEDICINE MILFORD XRAY
21693,LMH NEONATOLOGY SERVICE
21713,LMH CROSSROADS CARDIOVASCULAR ULTRASOUND
41070,GH SMILOW LONG RIDGE
31455,YNH SP 73 NEUROSCIENCES AND MED SPEC
40673,GH UROGYN HOLLY HILL
4185,SRC MAIN 6 SURGERY
2663,NE GREENWICH IM HOSPITALIST SERVICES
4029,YNH VEIN CENTER OLD SAYBROOK
43805,GH PEDIATRIC CLINIC 75 HOLLY HILL
1504,SRC SR LOUISE ANTHONY 4
24284,YM DERM SURGERY E MAIN BRANFORD
43200,OPTHC FIN STRATFORD
43942,FCHC ENROLLMENT AND REGISTRATION
3974,YNH PEDI ENDOCRINOLOGY OLD SAYBROOK
18885,YNH SMILOW INTEGRATIVE MEDICINE
19154,BH NORTHEAST 10
30163,CSHH BH TRUMAN SBHC
38502,FAIR HAVEN SNF TESTING
26307,YNH ONCOLOGY SURGERY SERVICE
36998,YNH SMILOW MED ONC INFUSION NH
39799,NE COVID VACCINE FAIR FAIRFIELD
361,GH ANESTHESIA
1864,BH TRUMBULL CARDIAC SERVICES CS
1700,BH WEST TOWER 8 REHAB
2637,NE PODIATRY SHELTON
874,SRC NEONATOLOGY SERVICE
2286,YM UROLOGY GAYLORD
4244,GH QUEST CHANTILLY
404,YNH UROLOGY SERVICE
1639,SRC NUTRITION
2514,NE FM IM GUILFORD
17994,LMMG GEN SURG WESTERLY
24178,YNH SMILOW GYN ONCOLOGY WATERBURY
30099,GH DRAW STATION 500 W PUTNAM
31338,BH INT MED DRAW STATION QUARRY ROAD
30472,NEW ENGLAND HEALTHCARE
1257,YNH NEUROLOGY EEG
2079,YMG PEDI LW GI
21769,NE FM IM STONINGTON
2619,NE GEN SURG BRIDGEPORT
24470,NE SKILLED NURSING RYE
3955,GH BLOOD BANK SERVICES
21767,NE ENDO STONINGTON
41541,YNH MATERNAL WELLNESS 789 HOWARD
42858,YM SURGERY BARIATRICS 8 DEVINE NOH
4062,SHORELINE NEUROPSYCHOLOGY
2707,FAIR HAVEN URGENT CARE 374 GRAND
25058,CT PULMONARY SPECIALISTS-PLANTS
21441,LMH CARDIAC CATH
21511,WH NUCLEAR MEDICINE
2625,NE PARK AVE PERINATAL SPECIALIST
41359,OPTHC PED FLOOD SBHC
646,MASONICARE HEALTH CARE CENTER
39562,GH ANTIBODY INFUSION GREENWICH
1778,BH ULTRASOUND
19153,AMERICAN MEDICAL RESPONSE
818,SRC PHLEBOTOMY
1278,YNH DRAW STATION YPB
2449,NE WHITNEY CENTER
32070,NE GREENWICH PULMONARY US
386,YNH OCCUPATIONAL THERAPY
39316,VNA SOUTHEASTERN CT PRIVATE PAY
599,YM PEDI GASTROENTEROLOGY
21434,LMH 5.1 REHAB
24710,NE DERM WESTERLY 35 WELLS ST
1625,SRC OP/IOP/PHP SERVICES - BRANFORD
4005,NE ENT TRUMBULL WHITE PLAINS RD
4238,YNH PEDI NORWALK NUTRITION
24393,YNH EP 88 MATERNAL SPECIAL CARE
42566,CSHH CARE COORDINATION ANSONIA
1562,SRC DR MRI
2185,YM CSC TSOCD NEW HAVEN TEMPLE ST
43960,FCHC KIDS IN CRISIS
2463,NE GI GUILFORD
1474,YNH DRAW STATION WALLINGFORD
2701,FAIR HAVEN ADULT 374 GRAND AVE
44394,YNH CONNECTION CENTER VIRTUAL
38063,MC MASS TESTING
44501,OPTHC CHIRO 975 WELLNESS CENTER
3995,NE SR SENIOR ASSESSMENT HAMDEN
21539,LMH DRAW STATION FLANDERS
24943,YNH BIOETHICS
18884,UNITED HEALTH CARE
32033,YNH REHAB SERVICES ADULT YORK ST
1363,YNH SMILOW TOBACCO SERVICE
1434,YNH PEDI NORWALK RESPIRATORY
24361,YM GNH OBGYN WHITNEY HAMDEN
30148,YNH RHEUMATOLOGY HAMDEN
4199,CT EAR NOSE AND THROAT MED AND SURG SPECIALISTS
1252,YNH PCC ADULT MED ANCILLARY
1310,YNH REHAB SERVICES PEDI
1498,SRC NEWBORN INTENSIVE
29244,YNH SMILOW TOBACCO DERBY
21359,MEDICAL ASSOCIATES MADHU GOWDA ANSONIA
40328,NE VACCINATION CENTER UNH
41701,YM SURGERY COLORECTAL WESTPORT
30149,NE PM CARDIO PARK TRUMBULL
45468,YM INFECTIOUS DISEASE INSTRIDE VAN 2
30635,LMH VASCULAR SURG LIMB WATERFORD
1513,SRC VERDI 5 WEST
2493,NE MIDWIFERY CHAPEL
21536,LMH DRAW STATION AMB CARE CENTER
44880,YM SURGERY BARIATRICS STAMFORD
2673,NE IM STAMFORD WEST MAIN ST
43984,GH PEDI NUTRITION 500 W PUTNAM
3970,YNH ENDOCRINOLOGY OLD SAYBROOK
21682,LMH WOUND CARE SERVICE
42513,YNH PEDI TYPE 2 DIABETES TRUMBULL
2299,YMG PEDI NEUROLOGY
1361,YNH SMILOW UROLOGIC ONCOLOGY
2491,NE NORTH HAVEN WALK-IN CTR
41255,OPTHC FMC CCIH
29984,CSHH ORTHOPEDIC ANSONIA
28911,NE WH CARDIOVASCULAR CLINIC
537,ADVANCED NURSING & REHAB CTR OF NH
644,REGENCY HOUSE NURSING & REHAB
2779,YHC MRI
38555,YNH PEDI FREE TB CLINIC
43510,BH BREAST CENTER AHLBIN
637,APPLE REHAB AVON
1722,BH PERFUSION
1867,BH DANBURY CARDIAC SERVICES CS
2197,YM OBGYN PERINATOLOGY ST MARY
21453,LMH NEURODIAGNOSTICS
3518,NE PODIATRY FAIRFIELD BEACH RD
450,BH PSYCHIATRY SERVICE
21499,WH ENDOSCOPY SUITE
24864,YM LAB CONSULTS
38439,YM NEPHROLOGY STAMFORD
40374,NE ORTHO SURG SOUTHPORT
2773,YHC ACUTE AND INPATIENT CARE
38438,YM SURGERY DIGESTIVE HEALTH MONTAUK
18537,LEDYARD REGIONAL VNA
31623,STAR MEDICAL CARE PLLC DIXWELL AVE
1517,SRC HAELEN CENTER
24650,SRC AMBULATORY HVC ORCHARD
43329,YM PSYCH END STAGE LIVER DISEASE
4154,VERNON MANOR HEALTH CARE CENTER
4227,"JEFFREY ARONS, MD"
21778,NE FM WATERFORD
2242,YMG PEDI ADULT CONGENITAL HEART
4079,YM OB GEN PRINCE ST
40018,XXX SHORLINE GUILFORD ENDOSCOPY
1602,SRC REHAB NEW HAVEN
29963,CSHH NUTRITION 428 COLUMBUS
39635,BH ANTIBODY INFUSION BRIDGEPORT
45465,PULMONARY CARE PC
2064,GH DRAW STATION 90 MORGAN ST
21680,LMH NEPHROLOGY SERVICE
402,YNH PLASTIC SURGERY SERVICE
18606,GH LRR MRI
41093,YM ORTHO DME WALLINGFORD
31302,YM CYTOGENETICS LAB
43941,FCHC BILLING
2630,NE RADIATION ONCOLOGY OF GH
40096,YM NEUROLOGY EMG MILFORD
44965,NE OBGYN RYE BROOK
22018,THE VASCULAR EXPERTS
748,YNH PRINCE STREET LABORATORY COST CENTER DEPARTMENT
838,YNH SMILOW DRAW STATION
1381,YNH REHAB SERVICES GUILFORD
1822,BH PRIMARY CARE PODIATRY
24168,NE BEHAVIORAL MED MONTAUK AVE
29757,GH DRAW STATION NORWALK
19661,GH HOME DRAW
1218,YNH TSC WOMENS PACU
2639,NE OBGYN SHELTON CORPORATE DR
911,"BETH COLLINS, MD"
38244,SNF MASS TESTING - GREENWICH WOODS
22372,LMMG CARDIO STONINGTON
35815,YNH WOMEN'S INFUSION GUILFORD
38590,ZZYNH PEDI ENT 500 W PUTNAM
2222,YMG UROLOGY RESIDENTS
3954,MILFORD HOSPITAL
43689,FAIR HAVEN SBHC DENTAL ROSS WOODWARD
2201,YM PEDI GI GREENWICH
43821,YM NEPHROLOGY TRUMBULL
44586,YALE NEW HAVEN URGENT CARE BROOKFIELD
1266,YNH AORTIC CENTER
3412,NE DR KEVIN TWOHIG - HAMDEN
2606,NE CARDIOVASCULAR & THORACIC SURGERY
3575,NE PM INT MED 202 TRUMBULL
2765,YHC PHYSICAL THERAPY
44585,YALE NEW HAVEN URGENT CARE ENFIELD
945,DR TARUN GUPTA
29245,YNH SMILOW TOBACCO ORANGE
2492,NE CARDIOTHORACIC DERBY
21555,WH HOME DRAW
43999,GH PEDI SOCIAL WORK 500 W PUTNAM
3567,NE PM TRUMBULL CARDIAC SERVICES
3925,ENDOCRINE ASSOC OF CT - HAMDEN
2437,YM OB GEN HAMDEN 2080 WHITNEY
2357,YM SURGERY ONCOLOGY TRUMBULL
1855,BH OUTPATIENT IMAGING PARK AVE XRAY
40179,NEW HAVEN HEALTH DEPARTMENT
419,GH PAIN SERVICE
32073,NE GEN SURG MILFORD
1647,SRC UROLOGY
2106,YMG ST RAPHAEL PRENATAL
41290,OPTHC DENTAL WASHINGTON
1087,YNH CATH/EP
3543,BH QSITE CARDIOVASCULAR COST CENTER DEPARTMENT
38456,HOME CARE PLUS MILFORD
39805,NE COVID VACCINE FAIR OLD SAYBROOK
1269,YNH AMB INTERVENTIONAL RADIOLOGY
2478,NE IM CHESHIRE S. MAIN ST. SUITE 1
1404,YNH LAB SPECIMENS
1543,SRC BABY PROGRAM
4267,PARK CITY PRIMARY CARE
2769,YHC UROLOGY
595,YM OBGYN ONCOLOGY
4132,LAB FOR HARTFORD HOSPITAL
4150,LAB FOR WATERBURY HOSPITAL
2435,YM OBGYN GENERAL NH CHAPEL ST
3456,YNH SMILOW PHARMACY TRUMBULL
4164,KEEPMEHOME LLC
2010,GH UROLOGY GREENWICH
2210,YMG HHT AVM CENTER
39218,ZZYNH PEDI SOCIAL WORK 500 WEST PUTNAM
21492,LMH PEQUOT XRAY
32068,YM ORTHOPEDICS WALLINGFORD
548,KINDRED AT HOME SERVICES
671,HAMDEN HEALTH CARE CENTER
4069,FAIR HAVEN BH 50 GRAND AVE
1530,SRC LAB SPECIMENS
3469,SURGICAL ASSOCIATES OF NEW HAVEN
521,YNH QSITE INTERVENTIONAL RADIOLOGY COST CENTER DEPARTMENT
2560,NE SR EDITH JOHNSON SENIOR CENTER
21911,YNH PEDI AERODIGESTIVE OLD SAYBROOK
1420,YNH DRAW STATION NORWALK
45318,NE CARD WOMENS UNCASVILLE
975,YNH SP 64 SURGERY
39893,YM NEUROLOGY STROKE FAIRFIELD
2086,YMG PEDI LW RESPIRATORY
2247,YMG SPORTS MEDICINE CENTER
364,INTEGRATIVE MEDICINE - THERAPIES
871,APPLEGATE ORTHOPEDIC SPINE CENTER
1944,GH MEDICAL AMBULATORY - MEDONC
30625,BH DRAW STATION STRATFORD
1074,YNH DR ED US
1845,BH PK AVE DRAW STATION
2413,YM SURGERY COMM DISORDER STRATFORD
18035,BH EAST TOWER 8
43798,YNH TRUMBULL PEDI HEM ONC COAG
596,YM OBGYN UROGYN
45388,YM SURGERY COLORECTAL WATERFORD
39907,YNH COVID VACCINE FAIR WHEELER REC CTR
41352,OPTHC IM PACIFIC
30616,YNH BARIATRIC SEMINAR HAMDEN
28886,YM ST CT WOMENS HEALTHCARE WESTPORT
1609,SRC TOWER ONE/TOWER EAST
38622,LMH - OFFSITE FLU FAIR CLINIC OCC HEALTH
29740,YM CARE CENTER SCHEDULING
1574,SRC ANESTHESIA US
2430,YM OBGYN MIDWIFERY BRANFORD
2447,NE MARY WADE HOME
21592,BH REACH PROGRAM ADULT
43859,YM PEDI NEUROLOGY SHAWS COVE NEW LONDON
24784,YM REPRODUCTIVE MEDICINE-MIDDLEBURY
2252,YM DIGESTIVE DISEASE YPB
2165,YMG TEMPLE SLEEP DISORDER
4109,NE CASA OTONAL SENIOR CENTER
39994,NE HOME COVID VACCINE FAIR-HCP MILFORD
4130,LAB FOR GREENWICH HOSPITAL NURSERY
30622,SRC GRIMES CENTER REHAB
44019,GH NICU TO HOME 500 W PUTNAM
2719,PULMONARY CARE PC
41329,OPTHC PODIATRY WASHINGTON
869,SRC COPATH PATHOLOGY COST CENTER DEPARTMENT
977,YNH EP 67 MEDICINE
27762,YNH NEPHROLOGY OLD SAYBROOK
1350,YNH SMILOW NEURO MEDICAL ONCOLOGY
17975,ODD FELLOWS HOME OF CT
1103,YNH PEDI LW ADOLESCENT COMPREHENSIVE
4283,WESTERN REHAB CARE CENTER
1386,YNH SMILOW NH - A
41371,OPTHC FMC FREEMAN
38484,NE UNH CAMPUS HEALTH TESTING
176,EMC FAMILY MEDICINE
26405,YNH PM&R CMC OLD SAYBROOK
1250,YNH PCC ADULT FOOT CLINIC
32071,NE CONCIERGE LORIA RYE BROOK
422,GH PSYCHIATRY SERVICE
661,CHESTERFIELDS
21506,WH MAIN LABORATORY
1305,YNH YPB CARDIAC SERVICES
32030,YNH IM PULMONARY SERVICE
1709,BH CHILD FIRST
45462,FAIR HAVEN ADULT 645 GRAND AVE
3550,SRC VERDI 3 WEST STEP DOWN
2240,YMG RESIDENTS CLINIC
4189,NE BH RIDGEFIELD CARDIAC SERVICES
39791,YNH 260 LONG RIDGE TESTING SITE
1784,BH FILE ROOM
2248,YMG CARDIOTHORACIC SURGERY
29562,YNH EP 88 MEDICINE
38147,YNH SMILOW GI SURGERY
38563,NE URO TRUMBULL HAWLEY LANE
1699,BH WEST TOWER 7
1973,GH MAIN PERIOP SVCS
44978,OPTHC PSYCHIATRY EAST MAIN
3883,FLAT IRON
4865,YNH CRITICAL CARE TRANSPORT
4190,NE BH SHELTON CARDIAC SERVICES
694,YNH BH CHILDREN BH CT BODY SCAN
23367,BH BEACH RD DRAW STATION
24496,FAIR HAVEN SBHC DENTAL FH K-8
42854,YM NEUROLOGY EPILEPSY NORTH HAVEN
3358,INFORMATION SECURITY
946,ORTHOPAEDIC SPECIALISTS
1714,BH ELECTROPHYSIOLOGY
2750,YHC EMPLOYEE HEALTH
2665,NE GREENWICH PAIN CONSULTING SERVICES
1408,YNHCH BH PEDIATRICS
1814,BH PRIMARY CARE CARDIAC
1752,BH MEDEASE URO GYN
1896,BH OUTPATIENT IMAGING COMMERCE PARK DEXA
29627,YM NEPHROLOGY NORTH HAVEN
29282,NE GI WESTPORT
30536,CSHH FAM VISITING PARTNERSHIP-NH
39217,NE PM CARD FAIRFIELD KINGS HWY
45440,CENTRAL SCHEDULING - PEDI PLASTIC SURGERY
42845,YM NEUROLOGY MOVEMENT NORTH HAVEN
453,BH UROLOGY SERVICE
577,YM GENETICS
1629,SRC BREAST CENTER
23179,YNH SOCIAL WORK WOMENS CENTER
1783,BH INTERVENTIONAL RADIOLOGY
18008,LMMG SLEEP MED NEW LONDON
23172,LMH ANESTHESIA US
1825,BH PRIMARY CARE SURGICAL
42344,BH NATERA
1479,YNH UROLOGY MADISON
2762,YHC ORTHOPEDICS
38533,YHC YU SILLIMAN - T DWIGHT
41128,YNH MATERNAL WELLNESS PROGRAM LW
1837,BH FAIRFIELD UCC XRAY
19049,YM OPHTHALMOLOGY MYSTIC
21879,LMMG NEURO MONTAUK AVE
1342,YNH SMILOW HEAD & NECK SURGERY
2655,NE IM TRUMBULL TECHNOLOGY DR
3387,YNH SMILOW PFT LAB
1913,GH OUTPATIENT CTR - ANCILLARY
2432,YM OBGYN FAM PLAN NH SHERMAN AVE
37839,NE ENDOCRINE EB GROTON
3558,NE PM CARD TRUMBULL QUARRY RD
3868,NE PRIMED MED GROUP
31531,FAIR HAVEN BH SHORELINE
31376,BH BOSTON POST RD DRAW STATION
24025,ENDOCRINOLOGY CENTER
1980,GH ED CT SCAN
1590,SRC CASA OTONAL SENIOR CENTER
1719,BH NUTRITION SERVICES
1751,BH MEDEASE ONC GYN
2114,YM OBGYN ENDOCRINE LAB
1847,BH SMILOW CANCER GENETICS
18915,ZZZLMH DRAW STATION AMB CARE CENTER
1399,YNH SMILOW WATERBURY
3922,YNH DRAW STATION NEW HAVEN OCC HEALTH
2540,NE SR PRIORITY TESTING
41279,OPTHC PED PARK CITY
43112,HOME CARE PLUS CHH PSYCH GUILFORD
1081,YNH ANESTHESIA US
45233,NE PULM WATERFORD
41063,PULMONARY CRITICAL NORTH HAVEN
712,YNH BH CHILDREN BH EMERGENCY MEDICINE
21652,NEUROLOGICAL GROUP PC
21553,LMH ED BLOOD DRAW
31315,NE YNH FATTY LIVER CLINIC OLD SAYBROOK
2229,YMG RHEUMATOLOGY
3423,YM SURGERY THORACIC
29955,CSHH ELIGIBILITY & ENROLLMENT 428 COLUMBUS
2035,GH FERTILITY & IVF CENTER
2188,YMG TEMPLE SURGERY
32053,BH OSG RIVER RD DRAW STATION
39841,YNH PULMONARY FUNCTION TESTING 6 DEVINE
504,YNH PALLIATIVE CARE
1380,YNH PEDI RESPIRATORY
38446,YM NEUROLOGY MEMORY GUILFORD
39919,CSHH COVID VACCINE FAIR DIXWELL
1473,YNH DRAW STATION MILFORD NEW HAVEN AVE
3915,VILLA MARIA NURSING AND REHAB COMMUNITY INC
1557,SRC SCHEDULED ADMISSIONS UNIT
2160,YM DERM SURGERY AND LASER
28855,ORTHOPEDIC PARTNERS NORTH FRANKLIN
40090,YM DIGESTIVE DISEASE HAMDEN
1933,GH DRAW STATION LABORATORY HELMSLEY
18988,ST VINCENTS MEDICAL CENTER (OUTPATIENT SITES)
31339,BH ENDOCRINOLOGY DRAW STATION QUARRY ROAD
608,YM PEDI HOSPITALIST
2467,NE DR MARIA RHEE - HAMDEN
4279,YNH EMG MADISON
954,GREATER BRIDGEPORT UROLOGY
41697,CSHH SAFE HAVEN HOMELESS
613,YM PEDI NEUROLOGY
21916,FAIRFIELD FAMILY PHYSICIANS
29256,YM CARDIOLOGY COLCHESTER
3998,YNH RHEUMATOLOGY & ARTHRITIS OLD SAYBROOK
22359,SOUNDVIEW ORTHOPEDICS
1770,BH SURGEASE OR
4213,FAIR HAVEN SBHC BH WILBUR CROSS HS
967,YNH EP 45 MEDICINE
1076,YNH FILE ROOM
1593,SRC ANTICOAGULATION CLINIC
1720,BH ONE STOP TESTING CTR
38432,NE WALK IN MOHEGAN SUN TESTING
40333,YM NEUROLOGY STROKE FELLOWS CLINIC
1689,BH OBSERVATION
2556,NE SR AMBULATORY SURG SPEC MULTI SPECIALTY
42867,YNH HVC DISEASE MGMT DEVINE ST
745,YNH TUMOR PROFILING LAB COST CENTER DEPARTMENT
892,DR KALMAN WATSKY
3965,YNH MAIN LAB
615,YM PSYCHIATRY
21696,WH MEDICINE SERVICE
29961,CSHH DERMATOLOGY 428 COLUMBUS
42595,WH SMILOW MED ONC URO MDC
21260,YM SURGERY BREAST CENTER FAIRFIELD
40186,CSHH VACCINE EVENT COLUMBUS
24116,GH NATHANIEL WITHERELL LAB SPECIMENS
43467,YM PEDI ALLERGY IMMUNOLOGY SHAWS COVE
21651,"OPTIMUS HEALTH CENTER, INC"
21648,LMH SMILOW CANCER GENETICS
1892,BH OUTPATIENT IMAGING FAIRFIELD CT
2393,YM CSC TRAUMA NEW HAVEN FRONTAGE RD
711,YNH BH CHILDREN BH EMERGENCY
4261,YNH SCCC TRUMBULL LAB
4281,SHADY KNOLL HEALTH CENTER
1863,BH TRUMBULL CARDIAC SPECIALISTS
2096,YMG GUILFORD PLASTIC SURGERY
30004,CSHH PODIATRY DIXWELL
3409,BH NUTRITION SERVICES - MILL HILL
24264,BH MEDEASE HEP C CLINIC
45451,OPTHC PSYCHIATRY 975 WELLNESS CENTER
30422,MC SOUTH 3
43926,BH AHLBIN CTR REHAB FOR WOUND CTR PTS
346,AUDIOLOGY SERVICE
1849,BH ONCOLOGY ASSOCIATES
30161,MC MAIN PERIOPERATIVE SERVICES
44158,YM PEDI ENDO GENERATIONS DEVINE
1315,YNH PEDI IMMUNO/ALLERGY
26631,FAIR HAVEN CARDIOLOGY 50 GRAND AVE
31282,NE GI MYSTIC CLARA DR
4067,FAIR HAVEN DENTAL 50 GRAND AVE
21602,WH CASE MANAGEMENT
42546,YM OPHTHALMOLOGY MADISON
991,YNH NP 15 HIGH AMENITIES
2661,X NE ENDOCRINOLOGY ASSOCIATES OF GH
22738,YNH PEDI DIABETES OLD SAYBROOK
41300,OPTHC PED CHAPEL SBHC
2140,YM CSC MADISON
4037,GH NEWBORN SCHEDULING CLINIC
21708,LMH PAIN OR
40118,YM ORTHO ATHLETIC MED FIELD HOUSE
24194,DR BRETT GERSTENHABER HAMDEN
989,YNH NP 11 HEME ONCOLOGY
24100,NE NEURO NORTH HAVEN 4A DEVINE
1301,YNH NEPHROLOGY
4015,YNH MH SPEECH AND LANGUAGE
45156,FAIR HAVEN SBHC BH FAME
2481,NE FAMILY PHYSICIANS OF WEST HAVEN
2754,YHC GENERAL SURGERY
1821,BH PRIMARY CARE ORTHOPEDICS
22195,YM OBGYN REPRO GUILFORD DURHAM RD
21447,LMH LAB CHEMISTRY
19988,YNH CARDIAC SERVICES GOOSE LANE GUILFORD - CANH
29715,FAIR HAVEN DPP LSI J MARTINEZ
41272,OPTHC PED WEST HAVEN SBHC
21609,LMH PRE-ADMISSION TESTING
39978,YM OB GEN 150 SOUTH WALLINGFORD
3584,NE PM INT MED SEYMOUR
21611,LMH CARDIAC SERVICES
2634,NE HMP: HUNTINGTON (PCP) OFFICE
1716,BH INDUSTRIAL MEDICINE
43463,YNH OBGYN UROGYN HOWARD
3578,NE PM PULM 204 FAIRFIELD
43555,CSHH BH RIDGEHILL HAMDEN SBHC
592,YM NEUROSURGERY
24906,YNH WP 4 L&D NURSERY
986,YNH WP 9 ADULT TXP
30386,CSHH BH PHP/IOP/OUTPATIENT GRANT ST
