measurement_id,concept_name,concept_id,frequency,percentage,unit_source_value,domain_id,vocabulary_id,concept_code,concept_class_id
7991806,IgG [Mass/volume] in Serum or Plasma,3005719,50034,0.06%,mg dL,Measurement,LOINC,2465-3,Lab Test
1803257,Choriogonadotropin [Units/volume] in Serum or Plasma,3018171,49987,0.06%,10*-3.[IU] mL,Measurement,LOINC,19080-1,Lab Test
2967322,Respiratory syncytial virus RNA [Presence] in Specimen by NAA with probe detection,3044254,49908,0.06%,"",Measurement,LOINC,40988-8,Lab Test
7963040,Parainfluenza virus 1+2+3 RNA [Presence] in Specimen by NAA with probe detection,40763309,49838,0.06%,"",Measurement,LOINC,60254-0,Lab Test
8881244,Lactobacillus crispatus+jensenii + Gardnerella vaginalis + Atopobium vaginae + Bacterial Vaginosis Associated Bacteria-2 + Megasphaera sp type 1 DNA [Presence] in Vaginal fluid by NAA with probe detection,37019861,49494,0.06%,"",Measurement,LOINC,92702-0,Lab Test
1039404,CD3 cells/100 cells in Blood,3022533,49483,0.06%,%,Measurement,LOINC,8124-0,Lab Test
4546973,CT of chest,4058335,49419,0.06%,"",Procedure,SNOMED,169069000,Procedure
6473956,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time",2211668,49286,0.06%,"",Procedure,CPT4,76000,CPT4
9999289,No matching concept,0,49204,0.06%,"",Metadata,None,No matching concept,Undefined
7881926,Candida glabrata DNA [Presence] in Serum by NAA with probe detection,1175633,49163,0.06%,"",Measurement,LOINC,90807-9,Lab Test
3887376,Glucose [Mass/volume] in Serum or Plasma,3004501,48922,0.06%,mg dL,Measurement,LOINC,2345-7,Lab Test
2605985,"","",48844,0.06%,"","","","",""
3515954,Phencyclidine [Presence] in Urine,3017509,48823,0.06%,ng mL,Measurement,LOINC,3936-2,Lab Test
4770287,Carbon dioxide [Partial pressure] in Arterial blood,3027946,48597,0.06%,mm[Hg],Measurement,LOINC,2019-8,Lab Test
3564070,Thyroxine.thyroxine binding globulin bound [Mass/volume] in Serum or Plasma,3006566,48554,0.06%,ug dL,Measurement,LOINC,14016-0,Lab Test
4733961,No matching concept,0,48538,0.06%,"",Metadata,None,No matching concept,Undefined
9209601,Ultrasonography of right breast,42538971,48512,0.06%,"",Procedure,SNOMED,961000087109,Procedure
7533921,Propoxyphene [Presence] in Urine by Screen method,3009956,48388,0.06%,"",Measurement,LOINC,19429-0,Lab Test
9835930,General appearance,3005439,48355,0.06%,"",Measurement,LOINC,32434-3,Clinical Observation
8931200,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,3008598,48286,0.06%,ng dL,Measurement,LOINC,3024-7,Lab Test
8162940,No matching concept,0,48097,0.06%,"",Metadata,None,No matching concept,Undefined
4270526,Bacteria identified in Specimen by Culture,3002619,48042,0.06%,"",Measurement,LOINC,6463-4,Lab Test
7209742,Appearance of Body fluid,3014429,47878,0.06%,"",Measurement,LOINC,9335-1,Lab Test
8836149,Color of Body fluid,3015579,47844,0.06%,"",Measurement,LOINC,6824-7,Lab Test
1245950,Bacteria identified in Wound shallow by Aerobe culture,3014137,47689,0.06%,"",Measurement,LOINC,17915-0,Lab Test
2398193,Promyelocytes/100 leukocytes in Blood by Manual count,3011587,47553,0.06%,%,Measurement,LOINC,783-1,Lab Test
8145966,Prealbumin [Mass/volume] in Serum or Plasma by Nephelometry,3044974,47286,0.06%,mg dL,Measurement,LOINC,46130-1,Lab Test
8500220,Trichomonas vaginalis DNA [Presence] in Specimen by NAA with probe detection,42868427,47235,0.06%,"",Measurement,LOINC,69937-1,Lab Test
8708046,Mucus [#/area] in Urine sediment by Microscopy high power field,3051303,47134,0.06%,[HPF],Measurement,LOINC,46421-4,Lab Test
1445617,oxyCODONE [Presence] in Urine by Screen method,3021016,47121,0.06%,ug dL,Measurement,LOINC,19642-8,Lab Test
5946258,Burr cells [Presence] in Blood by Light microscopy,3005854,47019,0.06%,"",Measurement,LOINC,7790-9,Lab Test
9107964,No matching concept,0,47001,0.06%,"",Metadata,None,No matching concept,Undefined
4523488,Leukocytes other/100 leukocytes in Blood by Manual count,3004649,46982,0.06%,%,Measurement,LOINC,730-2,Lab Test
9384635,Blasts/100 leukocytes in Blood by Manual count,3023643,46881,0.06%,%,Measurement,LOINC,709-6,Lab Test
4242747,Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Interpretation] in Specimen,46236082,46854,0.06%,"",Measurement,LOINC,77377-0,Lab Test
9899614,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,3003785,46798,0.06%,ng mL,Measurement,LOINC,2039-6,Lab Test
7455055,Reticulocytes/100 erythrocytes in Blood,3027945,46733,0.06%,%,Measurement,LOINC,4679-7,Lab Test
2194685,Platelet morphology finding [Identifier] in Blood,3003214,46715,0.06%,"",Measurement,LOINC,11125-2,Lab Test
9192804,Radius and ulna X-ray,40445132,46639,0.06%,"",Procedure,SNOMED,241067008,Procedure
9226426,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete",2211742,46626,0.06%,"",Procedure,CPT4,76770,CPT4
3279153,Buprenorphine [Presence] in Specimen by Screen method,42529510,46610,0.06%,ng mL,Measurement,LOINC,82373-2,Lab Test
2379706,Pediatric echocardiography,4331964,46484,0.06%,"",Procedure,SNOMED,431852008,Procedure
1754746,"Radiologic examination, spine; thoracic, 2 views",2211392,46212,0.06%,"",Procedure,CPT4,72070,CPT4
4088374,Ultrasonography of bilateral breasts,42535066,46187,0.06%,"",Procedure,SNOMED,1571000087109,Procedure
7922659,Base excess in Venous blood by calculation,3002032,46101,0.06%,mmol L,Measurement,LOINC,1927-3,Lab Test
2435900,Methicillin resistant Staphylococcus aureus [Presence] in Specimen by Organism specific culture,3019902,46009,0.06%,"",Measurement,LOINC,13317-3,Lab Test
3801130,No matching concept,0,45996,0.06%,"",Metadata,None,No matching concept,Undefined
8453948,Minute volume,4353621,45991,0.06%,L min,Measurement,SNOMED,250811004,Observable Entity
7344350,"Computed tomography, soft tissue neck; with contrast material(s)",2211337,45890,0.06%,"",Procedure,CPT4,70491,CPT4
5930881,T wave axis,3027358,45883,0.06%,deg,Measurement,LOINC,8638-9,Clinical Observation
1624470,CD19+Lambda+ cells/100 cells in Specimen,3034701,45798,0.06%,%,Measurement,LOINC,26566-0,Lab Test
7674960,R wave axis,3020660,45768,0.06%,deg,Measurement,LOINC,9997-8,Clinical Observation
9086506,Transvaginal doppler ultrasonography of pelvis,4160295,45702,0.06%,"",Procedure,SNOMED,429807002,Procedure
6800371,CD19+Kappa+ cells/100 cells in Specimen,3034230,45680,0.06%,%,Measurement,LOINC,26565-2,Lab Test
2695574,Oxygen saturation in Venous blood,3024928,45671,0.06%,%,Measurement,LOINC,2711-0,Clinical Observation
1326583,Dacrocytes [Presence] in Blood by Light microscopy,3000456,45589,0.06%,"",Measurement,LOINC,7791-7,Lab Test
7429835,Prealbumin [Mass/volume] in Serum or Plasma,3013742,45538,0.06%,mg dL,Measurement,LOINC,14338-8,Lab Test
5393367,Choriogonadotropin (pregnancy test) [Presence] in Urine by Rapid immunoassay,21492990,45432,0.06%,"",Measurement,LOINC,80384-1,Lab Test
7304895,CD3 cells [#/volume] in Blood,3011412,45403,0.06%,uL,Measurement,LOINC,8122-4,Lab Test
9402917,CD3 cells/100 cells in Blood,3022533,45403,0.06%,%,Measurement,LOINC,8124-0,Lab Test
1923773,CD45 (Lymphs) cells [#/volume] in Blood,3036304,45401,0.06%,uL,Measurement,LOINC,27071-0,Lab Test
1486104,Oxygen [Partial pressure] in Arterial blood,3027801,45398,0.06%,mm[Hg],Measurement,LOINC,2703-7,Lab Test
2975348,No matching concept,0,45233,0.06%,"",Metadata,None,No matching concept,Undefined
8608586,Rh [Type] in Blood,3003310,44876,0.06%,"",Measurement,LOINC,10331-7,Lab Test
1723924,Color of stool,4065548,44575,0.06%,"",Measurement,SNOMED,167604002,Observable Entity
3829879,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,3003785,44504,0.06%,ng mL,Measurement,LOINC,2039-6,Lab Test
5744197,Borrelia burgdorferi Ab [Interpretation] in Serum,3024784,44438,0.06%,"",Measurement,LOINC,9586-9,Lab Test
2277633,No matching concept,0,44376,0.06%,"",Metadata,None,No matching concept,Undefined
7374588,Lutropin [Units/volume] in Serum or Plasma,3009214,44339,0.06%,10*-3.[IU] mL,Measurement,LOINC,10501-5,Lab Test
4927363,Erythrocyte distribution width [Ratio] by Automated count,3019897,44245,0.06%,%,Measurement,LOINC,788-0,Lab Test
1841823,Hemoglobin.gastrointestinal [Presence] in Stool,3016251,44199,0.06%,"",Measurement,LOINC,2335-8,Lab Test
5881233,Oxygen concentration,4353612,44157,0.06%,"",Measurement,SNOMED,250772006,Observable Entity
9309588,Hepatitis B virus core IgM Ab [Presence] in Serum,3013527,43859,0.06%,"",Measurement,LOINC,31204-1,Lab Test
2680951,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,3009966,43810,0.06%,mg dL,Measurement,LOINC,18262-6,Lab Test
2217009,Osmolality of Serum or Plasma,3008295,43759,0.06%,mosm kg,Measurement,LOINC,2692-2,Lab Test
4978534,ABO group [Type] in Blood,3002529,43599,0.06%,"",Measurement,LOINC,883-9,Lab Test
1831470,Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay,3046538,43571,0.06%,EliA U mL,Measurement,LOINC,46128-5,Lab Test
6307117,Nuclear Ab [Titer] in Serum,3037522,43448,0.05%,{titer},Measurement,LOINC,29953-7,Lab Test
7719124,Glasgow coma score eye opening,3016335,43329,0.05%,"",Measurement,LOINC,9267-6,Clinical Observation
3531865,Nuclear Ab pattern [Interpretation] in Serum,3012537,43121,0.05%,"",Measurement,LOINC,14611-8,Lab Test
8898720,"","",43119,0.05%,"","","","",""
4610809,CD5+CD19+ cells/100 cells in Specimen,3033940,43049,0.05%,%,Measurement,LOINC,32523-3,Lab Test
4457630,No matching concept,0,42916,0.05%,"",Metadata,None,No matching concept,Undefined
9833000,Glucose [Presence] in Urine by Test strip,3009261,42877,0.05%,"",Measurement,LOINC,25428-4,Lab Test
4837167,Methadone [Mass/volume] in Serum or Plasma,3035055,42832,0.05%,ng mL,Measurement,LOINC,3772-1,Lab Test
9258846,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,3028286,42706,0.05%,g dL,Measurement,LOINC,2862-1,Lab Test
4663898,Ethanol [Mass/volume] in Serum or Plasma,3012920,42533,0.05%,g dL,Measurement,LOINC,5643-2,Lab Test
5277497,No matching concept,0,42502,0.05%,"",Metadata,None,No matching concept,Undefined
4801722,No matching concept,0,42473,0.05%,"",Metadata,None,No matching concept,Undefined
8881687,Hepatitis A virus Ab [Presence] in Serum by Immunoassay,3035456,42280,0.05%,"",Measurement,LOINC,13951-9,Lab Test
5754172,Progesterone [Mass/volume] in Serum or Plasma,3027144,42259,0.05%,ng mL,Measurement,LOINC,2839-9,Lab Test
9781253,Oxygen saturation in Arterial blood,3016502,42032,0.05%,%,Measurement,LOINC,2708-6,Lab Test
6584958,Body temperature,3020891,41981,0.05%,"",Measurement,LOINC,8310-5,Clinical Observation
1143522,Streptococcus agalactiae DNA [Presence] in Specimen by NAA with probe detection,3048882,41936,0.05%,"",Measurement,LOINC,48683-7,Lab Test
3551276,Hyaline casts [#/area] in Urine sediment by Microscopy low power field,3022509,41897,0.05%,[LPF],Measurement,LOINC,5796-8,Lab Test
5265468,Specimen source [Identifier] of Body fluid,3053213,41867,0.05%,"",Measurement,LOINC,47938-6,Lab Test
7418342,Oxygen concentration,4353612,41853,0.05%,"",Measurement,SNOMED,250772006,Observable Entity
5314413,P wave axis,4092015,41837,0.05%,deg,Measurement,SNOMED,251192001,Observable Entity
7576703,Circumference Neck,40759195,41793,0.05%,"",Measurement,LOINC,56074-8,Clinical Observation
8493851,No matching concept,0,41789,0.05%,"",Metadata,None,No matching concept,Undefined
5830781,Fungus identified in Specimen by Culture,3000494,41669,0.05%,"",Measurement,LOINC,580-1,Lab Test
9330660,Gardnerella vaginalis DNA [Log #/volume] in Vaginal fluid by NAA with probe detection,44816566,41658,0.05%,"",Measurement,LOINC,74668-5,Lab Test
8338323,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,3003785,41591,0.05%,ng mL,Measurement,LOINC,2039-6,Lab Test
1809909,Insulin [Units/volume] in Serum or Plasma,3016244,41397,0.05%,10*-6.[U] mL,Measurement,LOINC,20448-7,Lab Test
5228896,Inspiratory time setting Ventilator,36304672,41307,0.05%,(sec),Measurement,LOINC,76334-2,Clinical Observation
4380917,Prostate specific Ag [Mass/volume] in Serum or Plasma,3013603,41252,0.05%,ng mL,Measurement,LOINC,2857-1,Lab Test
6515820,Cervix [Length] US,3004289,41192,0.05%,"",Measurement,LOINC,11961-0,Clinical Observation
7980938,CD3+CD16+CD56+ cells/100 cells in Blood,3031121,41191,0.05%,%,Measurement,LOINC,42189-1,Lab Test
8868905,Ovalocytes [Presence] in Blood by Light microscopy,3027920,40887,0.05%,"",Measurement,LOINC,774-0,Lab Test
2507650,No matching concept,0,40869,0.05%,"",Metadata,None,No matching concept,Undefined
6097015,Glasgow coma score verbal,3009094,40823,0.05%,"",Measurement,LOINC,9270-0,Clinical Observation
5410969,No matching concept,0,40797,0.05%,"",Metadata,None,No matching concept,Undefined
6614670,"",21492392,40783,0.05%,"","","","",""
1436512,Protein [Mass/volume] in Urine,3037121,40753,0.05%,mg dL,Measurement,LOINC,2888-6,Lab Test
2770804,CD3+CD16+CD56+ cells [#/volume] in Blood,3032842,40715,0.05%,uL,Measurement,LOINC,42188-3,Lab Test
1347438,No matching concept,0,40640,0.05%,"",Metadata,None,No matching concept,Undefined
1844952,No matching concept,0,40593,0.05%,"",Metadata,None,No matching concept,Undefined
8836150,Albumin [Mass/volume] in Urine,3012516,40556,0.05%,mg L,Measurement,LOINC,1754-1,Lab Test
9811914,No matching concept,0,40521,0.05%,L s,Metadata,None,No matching concept,Undefined
2645873,No matching concept,0,40508,0.05%,L s,Metadata,None,No matching concept,Undefined
4042940,No matching concept,0,40496,0.05%,%,Metadata,None,No matching concept,Undefined
2447861,No matching concept,0,40491,0.05%,"",Metadata,None,No matching concept,Undefined
2491285,Activated partial thromboplastin time,44809202,40464,0.05%,"",Measurement,SNOMED,852511000000103,Observable Entity
2720882,Prostate specific Ag [Mass/volume] in Serum or Plasma,3013603,40460,0.05%,ng mL,Measurement,LOINC,2857-1,Lab Test
6378600,Activated clotting time (ACT) of Blood by Coagulation assay,3016948,40441,0.05%,s,Measurement,LOINC,3184-9,Lab Test
1769811,Urate crystals [#/area] in Urine sediment by Microscopy high power field,3043263,40356,0.05%,[HPF],Measurement,LOINC,46138-4,Lab Test
3227537,No matching concept,0,40311,0.05%,"",Metadata,None,No matching concept,Undefined
5134704,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma,3038136,40296,0.05%,mU mL,Measurement,LOINC,21198-7,Lab Test
6273928,Human papilloma virus E6+E7 mRNA [Presence] in Cervix by NAA with probe detection,40771527,40279,0.05%,"",Measurement,LOINC,69002-4,Lab Test
2657125,CT of abdomen and pelvis,4304092,40192,0.05%,"",Procedure,SNOMED,419394006,Procedure
1528082,Hepatitis C virus Ab [Presence] in Serum,3017143,40096,0.05%,"",Measurement,LOINC,16128-1,Lab Test
4793266,Plain X-ray of finger,37206723,40077,0.05%,"",Procedure,SNOMED,786844003,Procedure
1601258,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,40760007,39989,0.05%,"",Measurement,LOINC,56888-1,Lab Test
6915837,Urea nitrogen [Mass/volume] in Urine,3011965,39940,0.05%,mg dL,Measurement,LOINC,3095-7,Lab Test
5441136,Hepatitis C virus RNA [Presence] in Serum or Plasma by NAA with probe detection,3021125,39925,0.05%,"",Measurement,LOINC,11259-9,Lab Test
8332493,Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay,3052023,39896,0.05%,"",Measurement,LOINC,48159-8,Lab Test
5644997,Hepatitis C virus Ab [Presence] in Body fluid by Immunoblot,3040608,39895,0.05%,"",Measurement,LOINC,39008-8,Lab Test
2705909,Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay,3052023,39895,0.05%,S CO,Measurement,LOINC,48159-8,Lab Test
1329837,aPTT in Platelet poor plasma by Coagulation assay,3018677,39892,0.05%,s,Measurement,LOINC,14979-9,Lab Test
3157884,No matching concept,0,39877,0.05%,"",Metadata,None,No matching concept,Undefined
3963099,Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay,3022560,39861,0.05%,"",Measurement,LOINC,24113-3,Lab Test
4522712,Sodium [Moles/volume] in Urine,3003181,39789,0.05%,10*-3.eq L,Measurement,LOINC,2955-3,Lab Test
3957264,Crystals [#/area] in Urine sediment by Microscopy high power field,3051205,39781,0.05%,[HPF],Measurement,LOINC,38459-4,Lab Test
7600929,No matching concept,0,39580,0.05%,%,Metadata,None,No matching concept,Undefined
8183289,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",42628062,39497,0.05%,"",Procedure,CPT4,73521,CPT4
9311890,Influenza virus A RNA [Presence] in Upper respiratory specimen by NAA with probe detection,36203321,39242,0.05%,"",Measurement,LOINC,85477-8,Lab Test
7576884,Influenza virus B RNA [Presence] in Upper respiratory specimen by NAA with probe detection,36203322,39242,0.05%,"",Measurement,LOINC,85478-6,Lab Test
9834804,Microscopic observation [Identifier] in Specimen by Gram stain,3037167,39190,0.05%,"",Measurement,LOINC,664-3,Lab Test
5124071,Positron emission tomography (PET) imaging; skull base to mid-thigh,2212054,39182,0.05%,"",Procedure,CPT4,78812,CPT4
8271977,No matching concept,0,39095,0.05%,"",Metadata,None,No matching concept,Undefined
9983688,Albumin/Creatinine [Mass Ratio] in Urine,3034485,38978,0.05%,mg g{creat},Measurement,LOINC,9318-7,Lab Test
8417456,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum,3053209,38939,0.05%,"",Measurement,LOINC,48378-4,Lab Test
3658905,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,706163,38908,0.05%,"",Measurement,LOINC,94500-6,Lab Test
3832448,Erythrocyte morphology finding [Identifier] in Blood,3012764,38890,0.05%,"",Measurement,LOINC,6742-1,Lab Test
1297891,HIV 1 RNA [Presence] in Serum or Plasma by NAA with probe detection,3000685,38864,0.05%,"",Measurement,LOINC,25835-0,Lab Test
9399326,Epithelial cells.squamous [#/area] in Urine sediment by Automated count,3029162,38824,0.05%,"",Measurement,LOINC,33219-7,Lab Test
1359357,"Radiologic examination, finger(s), minimum of 2 views",2211460,38816,0.05%,"",Procedure,CPT4,73140,CPT4
5847813,Reticulocytes.mid/Reticulocytes.total in Blood,3044303,38802,0.05%,%,Measurement,LOINC,34420-0,Lab Test
4920768,Lymphocytes/100 leukocytes in Body fluid by Manual count,3003540,38722,0.05%,%,Measurement,LOINC,13941-0,Lab Test
5031497,Rate of spontaneous respiration,4154772,38617,0.05%,"",Measurement,SNOMED,271625008,Observable Entity
7920114,Hemoglobin A2/Hemoglobin.total in Blood by HPLC,3037653,38454,0.05%,%,Measurement,LOINC,42245-1,Lab Test
4919476,Bacteria identified in Genital specimen by Anaerobe+Aerobe culture,44817158,38438,0.05%,"",Measurement,LOINC,75269-1,Lab Test
5356485,Vancomycin [Mass/volume] in Serum or Plasma --trough,3018920,38380,0.05%,ug mL,Measurement,LOINC,4092-3,Lab Test
2617382,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field,3002033,38339,0.05%,[HPF],Measurement,LOINC,25148-8,Lab Test
