procedure_id,concept_name,concept_id,code,procedure_code,procedure_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
8814834,Left heart catheterization by transseptal puncture through intact septum or by transapical puncture (List separately in addition to code for primary procedure),40756896,CPT4,93462,PR LEFT HEART CATH BY TRANSEPTAL PUNCTURE,532,0.0%,Procedure,CPT4,93462,CPT4
9992944,"","",CPT4,98006,PR SYNCHRONOUS AUDIO-VIDEO VISIT EST MOD MDM 30 MIN,532,0.0%,"","","",""
7328579,"Removal of foreign body, external eye; corneal, without slit lamp",2110918,CPT4,65220,"PR REMV F.B.,EYE,CORNEA,NO SLIT",531,0.0%,Procedure,CPT4,65220,CPT4
2820675,"","",CPT4,3061F,NEG MICROALBUMINURIA RESULT DOCUMENTED/REVIEW,530,0.0%,"","","",""
1605848,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care",2313852,CPT4,93285,PR PRGRMG DEV EVAL SCRMS PHYS/QHP IN PERSON,530,0.0%,Procedure,CPT4,93285,CPT4
2273412,"Radiologic examination, teeth; complete, full mouth",2211314,CPT4,70320,PR FULL MOUTH X-RAY OF TEETH,529,0.0%,Procedure,CPT4,70320,CPT4
4277170,"Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, cervical or thora",42627939,CPT4,62320,HCPR NJX INTERLAMINAR CRV/THRC W/O RAD S&I,528,0.0%,Procedure,CPT4,62320,CPT4
9853683,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",2104680,CPT4,26750,PR CLOSE RX DIST FINGR FX,528,0.0%,Procedure,CPT4,26750,CPT4
2187525,"Injection(s), of diagnostic or therapeutic substance(s) (including anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, includes contrast for localization when performed,",2110621,CPT4,62310,PR NJX DX/THER SBST EPIDURAL/SUBRACH CERV/THORACIC,528,0.0%,Procedure,CPT4,62310,CPT4
1188143,"Inpatient consultation for a new or established patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with other physic",2514420,CPT4,99251,PR INITL INPATIENT CONSULT NEW/ESTAB PT 20 MIN,526,0.0%,Procedure,CPT4,99251,CPT4
4641279,Duplex scan of arterial inflow and venous outflow for preoperative vessel assessment prior to creation of hemodialysis access; complete bilateral study,710017,CPT4,93985,HC DUP-SCAN HEMO COMPL BI STD,525,0.0%,Procedure,CPT4,93985,CPT4
5488658,Lysis or excision of penile post-circumcision adhesions,2109920,CPT4,54162,"PR LYSIS/EXCIS,PENILE POSTCIRCUM ADHESIONS",525,0.0%,Procedure,CPT4,54162,CPT4
4714279,"Arthrocentesis, aspiration and/or injection, small joint or bursa (eg, fingers, toes); without ultrasound guidance",2102900,CPT4,20600,PR ARTHROCENTESIS ASPIR&/INJ SMALL JT/BURSA W/O US,521,0.0%,Procedure,CPT4,20600,CPT4
2931107,"Unlisted procedure, female genital system (nonobstetrical)",2110277,CPT4,58999,"PR GENITAL SURG PROC, FEMALE UNLISTED",521,0.0%,Procedure,CPT4,58999,CPT4
4928640,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular,2106987,CPT4,33207,PR INS NEW/RPLC PRM PACEMAKER W/TRANSV ELTRD VENTR,520,0.0%,Procedure,CPT4,33207,CPT4
6682169,"Blepharoplasty, upper eyelid",2102459,CPT4,15822,PR REVISION OF UPPER EYELID,519,0.0%,Procedure,CPT4,15822,CPT4
1458288,"Carbamazepine; -10,11-epoxide",759657,CPT4,80161,"HC CARBAMAZEPINE; -10, 11 -EPOXIDE, THER",518,0.0%,Procedure,CPT4,80161,CPT4
6872290,"","",CPT4,80171,"HC GABAPENTIN, WHOLE BLOOD, SERUM OR PLASMA",517,0.0%,"","","",""
1800476,"","",CPT4,80220,HC DRUG ASY HYDROXYCHLOROQUINE,517,0.0%,"","","",""
8162128,Interactive complexity (List separately in addition to the code for primary procedure),43527983,CPT4,90785,PR PSYCHOTHERAPY COMPLEX INTERACTIVE,516,0.0%,Procedure,CPT4,90785,CPT4
9738200,"","",CPT4,NUR2258,ICE/CAPD ASSESSMENTS,515,0.0%,"","","",""
7061335,Closed treatment of trimalleolar ankle fracture; with manipulation,2105407,CPT4,27818,"PR CLOSED RX TRIMALLEOLAR FX,MANIP",515,0.0%,Procedure,CPT4,27818,CPT4
8714595,"Unlisted procedure, foot or toes",2105810,CPT4,28899,PR FOOT/TOES SURGERY PROC UNLISTED,515,0.0%,Procedure,CPT4,28899,CPT4
4130823,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostim",927165,CPT4,95983,HC ALYS BRN NPGT PRGRMG 15 MIN,515,0.0%,Procedure,CPT4,95983,CPT4
5606287,Tracheotomy tube change prior to establishment of fistula tract,2106470,CPT4,31502,PR TRACH TUBE CHANGE,514,0.0%,Procedure,CPT4,31502,CPT4
9971147,"Colpopexy, vaginal; intra-peritoneal approach (uterosacral, levator myorrhaphy)",2110117,CPT4,57283,"PR REPR VAGINAL PROLAPSE,UTEROSACRAL",514,0.0%,Procedure,CPT4,57283,CPT4
8389887,"Anesthesia for all open procedures on upper ends of tibia, fibula, and/or patella",2101658,CPT4,01392,"PR ANESTH,UPPER LEG,OPEN PROCEDURE",513,0.0%,Procedure,CPT4,01392,CPT4
4150474,"","",CPT4,99364,"PR ANTICOAG MGMT, EACH SUBSEQ 90 DAYS",513,0.0%,"","","",""
5882487,"","",CPT4,ECON3,E-CONSULT RHEUMATOLOGY - DO NOT ORDER THIS ONE,513,0.0%,"","","",""
4621480,Anesthesia complicated by utilization of controlled hypotension (List separately in addition to code for primary anesthesia procedure),2414367,CPT4,99135,PR SPECIAL ANESTHESIA PROCEDURE,513,0.0%,Procedure,CPT4,99135,CPT4
4817079,"Hemorrhoidectomy, internal and external, single column/group",2109246,CPT4,46255,"PR HEMORRHOIDECTOMY,INT/EXT,1 COLUMN/GROUP",512,0.0%,Procedure,CPT4,46255,CPT4
4848918,"","",CPT4,98014,PR SYNCHRONOUS AUDIO-ONLY VISIT EST MOD MDM 30 MIN,512,0.0%,"","","",""
1583938,"Contrast injection(s) for radiological evaluation of existing gastrostomy, duodenostomy, jejunostomy, gastro-jejunostomy, or cecostomy (or other colonic) tube, from a percutaneous approach including image documentation and report",2109482,CPT4,49465,PR CONTRAST INJECTION PERCUTANEOUOS RADIOLOGIC EVAL GI TUBE,512,0.0%,Procedure,CPT4,49465,CPT4
3130806,No matching concept,0,CPT4,0013A,"PR MODERNA 3RD DOSE IMMUN ADMIN IM INJ SARS-COV-2, COVID-19 VACC, MRNA-LNP, SPIKE PROTEIN, PRES FREE, 30 MCG/0.5 ML DIL RECON",510,0.0%,Metadata,None,No matching concept,Undefined
9248403,"","",CPT4,CON253,IP CONSULT TO PEDIATRIC HOSPITALIST,509,0.0%,"","","",""
7652440,"Placement of nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, new access",42627936,CPT4,50433,"HC PLMT NEPHROURETERAL CATHETER, NEW ACCESS",508,0.0%,Procedure,CPT4,50433,CPT4
8640407,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s)",927092,CPT4,38531,PR OPEN BIOPSY/EXCISION INGUINOFEMORAL NODES,508,0.0%,Procedure,CPT4,38531,CPT4
7324848,"Percutaneous transcatheter closure of the left atrial appendage with endocardial implant, including fluoroscopy, transseptal puncture, catheter placement(s), left atrial angiography, left atrial appendage angiography, when performed, and radiological supe",42627933,CPT4,33340,PR PERQ CLSR TCAT L ATR APNDGE W/ENDOCARDIAL IMPLNT,506,0.0%,Procedure,CPT4,33340,CPT4
9853278,"Laryngeal function studies (ie, aerodynamic testing and acoustic testing)",2313707,CPT4,92520,PR LARYNGEAL FUNCTION STUDIES,506,0.0%,Procedure,CPT4,92520,CPT4
3149631,"","",CPT4,4025F,INHALED BRONCHODILATOR PRESCRIBED,505,0.0%,"","","",""
8682561,"Endoscopic retrograde cholangiopancreatography (ERCP); with trans-endoscopic balloon dilation of biliary/pancreatic duct(s) or of ampulla (sphincteroplasty), including sphincterotomy, when performed, each duct",44816423,CPT4,43277,PR ERCP BALLOON DILATE BILIARY/PANC DUCT/AMPULLA EA,504,0.0%,Procedure,CPT4,43277,CPT4
7060415,"Chemodenervation of one extremity; each additional extremity, 5 or more muscles (List separately in addition to code for primary procedure)",44816434,CPT4,64645,PR CHEMODENERVATION 1 EXTREMITY EA ADDL 5/< MUSCLES,504,0.0%,Procedure,CPT4,64645,CPT4
9251347,"Radiologic examination, mandible; partial, less than 4 views",2211293,CPT4,70100,CHG X-RAY JAW <4 VW,503,0.0%,Procedure,CPT4,70100,CPT4
8614934,"Excision, tumor, soft tissue of back or flank, subcutaneous; less than 3 cm",2103414,CPT4,21930,PR EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,503,0.0%,Procedure,CPT4,21930,CPT4
7153684,"Destruction of cutaneous vascular proliferative lesions (eg, laser technique); 10.0 to 50.0 sq cm",2102581,CPT4,17107,PR DESTRUC CUT/VASC 10-50 SQ CM,503,0.0%,Procedure,CPT4,17107,CPT4
2162710,"Checkout for orthotic/prosthetic use, established patient, each 15 minutes",2314313,CPT4,97762,"PR EVAL OF ORTHOTIC/PROSTH USE, EA 15 MIN",502,0.0%,Procedure,CPT4,97762,CPT4
8640459,"Internal neurolysis, requiring use of operating microscope (List separately in addition to code for neuroplasty) (Neuroplasty includes external neurolysis)",2110826,CPT4,64727,"PR INTERN NERVE REVIS,OPER MICROSCOPE",502,0.0%,Procedure,CPT4,64727,CPT4
6874407,"Thromboendarterectomy, including patch graft, if performed; carotid, vertebral, subclavian, by neck incision",2107740,CPT4,35301,"PR THROMBOENDARTECTMY NECK,NECK INCIS",501,0.0%,Procedure,CPT4,35301,CPT4
8744877,"Closed treatment of fracture great toe, phalanx or phalanges; without manipulation",2105735,CPT4,28490,PR CLOSED RX BIG TOE FRACTURE,501,0.0%,Procedure,CPT4,28490,CPT4
7850917,"Selective catheter placement, arterial system; each first order thoracic or brachiocephalic branch, within a vascular family",2108079,CPT4,36215,"PR PLACE CATH SELECTIVE ART,NECK",500,0.0%,Procedure,CPT4,36215,CPT4
1636900,Moderate sedation services provided by a physician or other qualified health care professional other than the physician or other qualified health care professional performing the diagnostic or therapeutic service that the sedation supports; initial 15 min,42627999,CPT4,99155,PR MOD SED OTHER PHYS/QHP INITIAL 15 MINS <5 YRS,500,0.0%,Procedure,CPT4,99155,CPT4
2857532,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; each tendon",2104174,CPT4,25310,PR TRANSPLANT FOREARM/WRIST TENDON,499,0.0%,Procedure,CPT4,25310,CPT4
3467080,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; single lead system,42742528,CPT4,33262,PR RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD,499,0.0%,Procedure,CPT4,33262,CPT4
6937562,"Thoracoscopy, surgical; with mediastinal and regional lymphadenectomy (List separately in addition to code for primary procedure)",42742521,CPT4,32674,PR THORCOSCPY W/MEDIASTINL &REGIONL LYMPHADENECTOMY,498,0.0%,Procedure,CPT4,32674,CPT4
7691222,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical",2110650,CPT4,63045,"LAMINEC/FACETECT/FORAMIN,CERVICAL 1 SEG",497,0.0%,Procedure,CPT4,63045,CPT4
9250380,Fistulization of sclera for glaucoma; trabeculectomy ab externo in absence of previous surgery,2110979,CPT4,66170,"PR GLAUCOMA SURG,TRABECU AB EXTERNO",497,0.0%,Procedure,CPT4,66170,CPT4
2212988,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)",2211750,CPT4,76810,"US, OB >/= 14 WKS, ADDL FETUS",496,0.0%,Procedure,CPT4,76810,CPT4
4007554,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; with direct closure",2104720,CPT4,26951,PR AMPUTATION FINGER/THUMB,495,0.0%,Procedure,CPT4,26951,CPT4
2426224,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with biopsy, single or multiple",2109089,CPT4,44361,PR ENDOSCOPY UPPER SMALL INTESTINE W/BIOPSY,495,0.0%,Procedure,CPT4,44361,CPT4
6773405,"Orchiectomy, radical, for tumor; inguinal approach",2109975,CPT4,54530,"PR REMOVAL TESTIS,RADICAL",495,0.0%,Procedure,CPT4,54530,CPT4
3323385,"","",CPT4,CON257,IP CONSULT TO PEDIATRIC DART,495,0.0%,"","","",""
3661295,"Diagnostic analysis of cochlear implant, age 7 years or older; with programming",2313765,CPT4,92603,"PR DX ANAL COCHLEAR IMP,PT >7 YRS,W/PROG",495,0.0%,Procedure,CPT4,92603,CPT4
6241385,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with first metatarsal and medial cuneiform joint arthrodesis, any method",2105645,CPT4,28297,PR CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF,495,0.0%,Procedure,CPT4,28297,CPT4
3193507,"","",CPT4,81301,HC MICROSATELLITE INSTABILITY (YM 81301),494,0.0%,"","","",""
2197162,"Ostectomy, calcaneus; for spur, with or without plantar fascial release",2105549,CPT4,28119,PR REMOVAL OF HEEL SPUR,494,0.0%,Procedure,CPT4,28119,CPT4
4590945,"Chemotherapy injection, subarachnoid or intraventricular via subcutaneous reservoir, single or multiple agents",2314246,CPT4,96542,"PR CHEMOTHER INJECT,SUBARACH/INTRAVENT",492,0.0%,Procedure,CPT4,96542,CPT4
8385496,"","",CPT4,15853,HC REMOVAL SUTURES OR STAPLES W/O ANES,492,0.0%,"","","",""
4260464,"Unlisted procedure, vascular surgery",2108422,CPT4,37799,PR VASCULAR SURGERY PROCEDURE UNLIST,492,0.0%,Procedure,CPT4,37799,CPT4
8805717,"Arthrodesis, midtarsal or tarsometatarsal, single joint",2105790,CPT4,28740,"PR FUSION FOOT BONE,MIDTARSAL,1 JT",491,0.0%,Procedure,CPT4,28740,CPT4
5151009,"Auditory evoked potentials; neurodiagnostic, with interpretation and report",759704,CPT4,92653,HC AEP NEURODIAGNOSTIC I&R,490,0.0%,Procedure,CPT4,92653,CPT4
1940265,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); foot",2105523,CPT4,28090,"PR EXCIS TENDN/CAPSULE LESN,FOOT",489,0.0%,Procedure,CPT4,28090,CPT4
4584729,Removal of mammary implant material,2102752,CPT4,19330,PR RMVL RUPTURED BREAST IMPLANT W/IMPLANT CONTENTS,489,0.0%,Procedure,CPT4,19330,CPT4
3491867,"Evoked otoacoustic emissions, screening (qualitative measurement of distortion product or transient evoked otoacoustic emissions), automated analysis",42742384,CPT4,92558,PR EVOKED OTOACOUSTIC EMISSIONS SCREEN AUTO ANALYS,487,0.0%,Procedure,CPT4,92558,CPT4
7459484,"Domiciliary or rest home visit for the evaluation and management of a new patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination",2514470,CPT4,99324,PR DOMICIL/REST HOME NEW PT VISIT LOW SEVER 20 MIN,486,0.0%,Procedure,CPT4,99324,CPT4
6749303,"Physiologic exercise study (eg, bicycle or arm ergometry) including assessing hemodynamic measurements before and after (List separately in addition to code for primary procedure)",40756921,CPT4,93464,PR PHYSIOLOGIC EXERCISE STUDY & HEMODYNAMIC MEASU,486,0.0%,Procedure,CPT4,93464,CPT4
3695917,"Excision, tumor, soft tissue of neck or anterior thorax, subfascial (eg, intramuscular); 5 cm or greater",40757112,CPT4,21554,PR EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBFASCIAL  5+CM,486,0.0%,Procedure,CPT4,21554,CPT4
9486277,"Ophthalmic ultrasound, diagnostic; B-scan and quantitative A-scan performed during the same patient encounter",2211729,CPT4,76510,"US, EYE, B-SCAN & QUANT A-SCAN",485,0.0%,Procedure,CPT4,76510,CPT4
5696600,"","",CPT4,ECON13,E-CONSULT GASTROENTEROLOGY - DO NOT ORDER THIS ONE,485,0.0%,"","","",""
7239406,"Esophagoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",2108866,CPT4,43200,PR ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAGNOSTIC,485,0.0%,Procedure,CPT4,43200,CPT4
3307224,Stereotactic radiation treatment management of cranial lesion(s) (complete course of treatment consisting of 1 session),2211878,CPT4,77432,CHG STEREOTACTIC RADIATION TX MANAGEMENT CRANIAL LESION,485,0.0%,Procedure,CPT4,77432,CPT4
8641502,Preventive medicine counseling and/or risk factor reduction intervention(s) provided to individuals in a group setting (separate procedure); approximately 60 minutes,2514539,CPT4,99412,"PR PREVENT COUNSEL,GROUP,60 MIN",482,0.0%,Procedure,CPT4,99412,CPT4
9978720,Closed treatment of patellar dislocation; without anesthesia,2105204,CPT4,27560,PR CLOSED RX KNEECAP DISLOCATN,481,0.0%,Procedure,CPT4,27560,CPT4
8314343,Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy (specify number of doses); 2 single stinging insect venoms,2314084,CPT4,95146,"PR ANTIGEN RX SERV,INSECT,2 VENOMS",481,0.0%,Procedure,CPT4,95146,CPT4
1625363,"","",CPT4,1031F,PR SMOKING & 2ND HAND SMOKE IN THE HOME ASSESSED,480,0.0%,"","","",""
2205290,"Repair, complex, scalp, arms, and/or legs; 1.1 cm to 2.5 cm",2102218,CPT4,13120,"PR REPR CMPL WND SCALP,EXTR 1.1-2.5",479,0.0%,Procedure,CPT4,13120,CPT4
5841407,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling; with connection to a single electrode array",2110564,CPT4,61885,"PR IMP STIM,CRANIAL,SUBQ,1 ARRAY",477,0.0%,Procedure,CPT4,61885,CPT4
1945927,"Ablation, renal tumor(s), unilateral, percutaneous, cryotherapy",2109637,CPT4,50593,PR ABLATION RENAL TUMOR UNILATERAL PERQ CRYOTHERAPY,477,0.0%,Procedure,CPT4,50593,CPT4
4177137,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; with implant",42628684,CPT4,28291,PR HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/IMPLT,477,0.0%,Procedure,CPT4,28291,CPT4
3437185,Plastic operation on penis to correct angulation,2109947,CPT4,54360,"PR PENIS PLASTIC SURG,CORRECT ANGULATN",475,0.0%,Procedure,CPT4,54360,CPT4
9372134,"Radiologic examination; upper extremity, infant, minimum of 2 views",2211454,CPT4,73092,"CHG X-RAY ARM, INFANT",475,0.0%,Procedure,CPT4,73092,CPT4
9685023,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with proximal phalanx osteotomy, any method",2105646,CPT4,28298,PR CORRJ HALLUX VALGUS W/SESMDC W/PROX PHLNX OSTEOT,475,0.0%,Procedure,CPT4,28298,CPT4
6913342,Sperm washing for artificial insemination,2110198,CPT4,58323,PR SPERM WASHING FOR ARTIF INSEM,472,0.0%,Procedure,CPT4,58323,CPT4
7458924,"Ostectomy, calcaneus",2105548,CPT4,28118,PR REMOVAL OF HEEL BONE,472,0.0%,Procedure,CPT4,28118,CPT4
